"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16867,0
AstraZeneca Covid-19 vaccine,Midtjylland,33579,0
AstraZeneca Covid-19 vaccine,Syddanmark,30423,246
AstraZeneca Covid-19 vaccine,Hovedstaden,45103,6
AstraZeneca Covid-19 vaccine,Sjælland,23860,331
Moderna Covid-19 Vaccine,Nordjylland,4319,3138
Moderna Covid-19 Vaccine,Midtjylland,8318,1876
Moderna Covid-19 Vaccine,Syddanmark,8896,4138
Moderna Covid-19 Vaccine,Hovedstaden,11122,2107
Moderna Covid-19 Vaccine,Sjælland,4909,1065
Pfizer BioNTech Covid-19 vacc,Nordjylland,47191,34736
Pfizer BioNTech Covid-19 vacc,Midtjylland,103908,76422
Pfizer BioNTech Covid-19 vacc,Syddanmark,101130,64680
Pfizer BioNTech Covid-19 vacc,Hovedstaden,140213,93930
Pfizer BioNTech Covid-19 vacc,Sjælland,67162,48886
