"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,52312,23233,8.2,3.6,638866
Frederiksberg,10914,5567,10.6,5.4,103352
Ballerup,5520,2567,11.2,5.2,49084
Brøndby,4053,1961,11.4,5.5,35403
Dragør,1741,897,11.9,6.2,14574
Gentofte,8578,4532,11.5,6.1,74351
Gladsaxe,7871,3891,11.4,5.6,69182
Glostrup,3029,1701,12.9,7.2,23472
Herlev,3580,1747,12.4,6.1,28827
Albertslund,2887,1631,10.6,6.0,27204
Hvidovre,6350,3348,11.9,6.3,53297
Høje Tåstrup,5426,2993,10.4,5.7,52174
Lyngby-Taarbæk,6611,3645,11.6,6.4,56889
Rødovre,4697,2315,11.4,5.6,41243
Ishøj,2165,1110,9.4,4.8,23066
Tårnby,4770,2388,11.2,5.6,42680
Vallensbæk,1906,1026,11.5,6.2,16553
Furesø,5066,2669,12.4,6.5,40919
Allerød,3153,1608,12.2,6.2,25866
Fredensborg,4976,2522,12.1,6.1,41049
Helsingør,7964,4036,12.6,6.4,63010
Hillerød,6902,3373,13.3,6.5,51716
Hørsholm,3382,1875,13.6,7.6,24822
Rudersdal,7251,3725,12.7,6.5,57000
Egedal,4434,2083,10.1,4.8,43706
Frederikssund,5780,2848,12.7,6.2,45579
Greve,5131,2574,10.2,5.1,50536
Køge,6457,3476,10.5,5.7,61515
Halsnæs,4300,1853,13.7,5.9,31435
Roskilde,10097,5287,11.4,6.0,88763
Solrød,2314,1214,9.9,5.2,23477
Gribskov,5452,2484,13.3,6.1,40988
Odsherred,4210,2061,12.8,6.3,32914
Holbæk,8384,4370,11.6,6.1,71986
Faxe,3880,2141,10.6,5.8,36764
Kalundborg,5348,2721,11.0,5.6,48441
Ringsted,3387,1830,9.7,5.2,34977
Slagelse,9308,4821,11.7,6.1,79251
Stevns,2687,1335,11.6,5.8,23195
Sorø,3684,1779,12.3,5.9,29980
Lejre,3255,1656,11.5,5.9,28302
Lolland,4745,2648,11.7,6.6,40401
Næstved,9624,5494,11.6,6.6,83284
Guldborgsund,8051,4116,13.4,6.8,60305
Vordingborg,5369,2759,11.9,6.1,45216
Bornholm,5368,2415,13.5,6.1,39738
Middelfart,5142,2667,13.1,6.8,39260
Assens,4604,2024,11.3,5.0,40848
Faaborg-Midtfyn,6023,2870,11.7,5.6,51656
Kerteminde,2893,1348,12.1,5.7,23837
Nyborg,4073,1615,12.7,5.1,31951
Odense,22833,10606,11.1,5.2,205037
Svendborg,8138,4469,13.8,7.6,58814
Nordfyn,3306,1458,11.2,4.9,29534
Langeland,1871,895,15.1,7.2,12362
Ærø,955,548,15.9,9.1,5995
Haderslev,5877,2720,10.6,4.9,55331
Billund,2746,1503,10.4,5.7,26518
Sønderborg,8413,3624,11.4,4.9,73791
Tønder,3956,1919,10.7,5.2,37032
Esbjerg,14043,7157,12.2,6.2,115551
Fanø,425,234,12.3,6.8,3449
Varde,5943,3240,12.0,6.5,49666
Vejen,4914,2701,11.5,6.3,42781
Aabenraa,5780,2555,9.9,4.4,58579
Fredericia,6158,3216,12.0,6.3,51377
Horsens,9556,4633,10.3,5.0,92570
Kolding,9702,5180,10.4,5.6,93095
Vejle,12654,6515,10.8,5.5,117500
Herning,10066,5912,11.3,6.6,89281
Holstebro,6809,3972,11.6,6.8,58692
Lemvig,2326,1415,11.9,7.2,19563
Struer,2529,1549,12.1,7.4,20826
Syddjurs,5117,2677,11.8,6.2,43274
Norddjurs,4716,2667,12.8,7.2,36979
Favrskov,5090,2702,10.5,5.6,48487
Odder,2901,1580,12.6,6.9,23014
Randers,11370,6213,11.6,6.3,98326
Silkeborg,10468,5741,10.9,6.0,95927
Samsø,695,458,18.9,12.5,3677
Skanderborg,6563,3116,10.3,4.9,63474
Århus,35592,17014,10.1,4.8,352456
Ikast-Brande,4183,2283,10.1,5.5,41548
Ringkøbing-Skjern,6171,3695,11.0,6.6,56138
Hedensted,5124,2670,10.9,5.7,46836
Morsø,2789,1860,13.9,9.3,20074
Skive,5361,3215,11.8,7.1,45421
Thisted,5117,2827,11.9,6.6,43104
Viborg,11168,6786,11.6,7.0,96646
Brønderslev,4229,2353,11.7,6.5,36136
Frederikshavn,7112,4184,12.1,7.1,58972
Vesthimmerland,4531,2426,12.5,6.7,36346
Læsø,401,183,22.6,10.3,1773
Rebild,3172,1761,10.4,5.8,30499
Mariagerfjord,5116,2801,12.3,6.7,41585
Jammerbugt,4021,2242,10.5,5.9,38159
Aalborg,23903,12838,10.9,5.8,219644
Hjørring,7986,4399,12.5,6.9,64115
