"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-17,Nationalt,1,5849868,0.00,1
2020-12-18,Nationalt,1,5849868,0.00,2
2020-12-19,Nationalt,1,5849868,0.00,3
2020-12-21,Nationalt,1,5849868,0.00,4
2020-12-22,Nationalt,2,5849868,0.00,6
2020-12-23,Nationalt,3,5849868,0.00,9
2020-12-24,Nationalt,1,5849868,0.00,10
2020-12-26,Nationalt,1,5849868,0.00,11
2020-12-27,Nationalt,6259,5849868,0.11,6270
2020-12-28,Nationalt,1998,5849868,0.14,8268
2020-12-29,Nationalt,8697,5849868,0.29,16965
2020-12-30,Nationalt,11124,5849868,0.48,28089
2020-12-31,Nationalt,5938,5849868,0.58,34027
2021-01-01,Nationalt,2263,5849868,0.62,36290
2021-01-02,Nationalt,8532,5849868,0.77,44822
2021-01-03,Nationalt,5742,5849868,0.86,50564
2021-01-04,Nationalt,2395,5849868,0.91,52959
2021-01-05,Nationalt,13077,5849868,1.13,66036
2021-01-06,Nationalt,19071,5849868,1.45,85107
2021-01-07,Nationalt,16923,5849868,1.74,102030
2021-01-08,Nationalt,8187,5849868,1.88,110217
2021-01-09,Nationalt,1876,5849868,1.92,112093
2021-01-10,Nationalt,817,5849868,1.93,112910
2021-01-11,Nationalt,659,5849868,1.94,113569
2021-01-12,Nationalt,460,5849868,1.95,114029
2021-01-13,Nationalt,12535,5849868,2.16,126564
2021-01-14,Nationalt,17578,5849868,2.46,144142
2021-01-15,Nationalt,14890,5849868,2.72,159032
2021-01-16,Nationalt,4509,5849868,2.80,163541
2021-01-17,Nationalt,2435,5849868,2.84,165976
2021-01-18,Nationalt,3768,5849868,2.90,169744
2021-01-19,Nationalt,2426,5849868,2.94,172170
2021-01-20,Nationalt,1479,5849868,2.97,173649
2021-01-21,Nationalt,1490,5849868,2.99,175139
2021-01-22,Nationalt,650,5849868,3.01,175789
2021-01-23,Nationalt,720,5849868,3.02,176509
2021-01-24,Nationalt,590,5849868,3.03,177099
2021-01-25,Nationalt,275,5849868,3.03,177374
2021-01-26,Nationalt,209,5849868,3.04,177583
2021-01-27,Nationalt,201,5849868,3.04,177784
2021-01-28,Nationalt,217,5849868,3.04,178001
2021-01-29,Nationalt,1086,5849868,3.06,179087
2021-01-30,Nationalt,1179,5849868,3.08,180266
2021-01-31,Nationalt,1177,5849868,3.10,181443
2021-02-01,Nationalt,746,5849868,3.11,182189
2021-02-02,Nationalt,1981,5849868,3.15,184170
2021-02-03,Nationalt,1505,5849868,3.17,185675
2021-02-04,Nationalt,1399,5849868,3.20,187074
2021-02-05,Nationalt,1557,5849868,3.22,188631
2021-02-06,Nationalt,1000,5849868,3.24,189631
2021-02-07,Nationalt,1867,5849868,3.27,191498
2021-02-08,Nationalt,2501,5849868,3.32,193999
2021-02-09,Nationalt,3505,5849868,3.38,197504
2021-02-10,Nationalt,3257,5849868,3.43,200761
2021-02-11,Nationalt,5671,5849868,3.53,206432
2021-02-12,Nationalt,12055,5849868,3.73,218487
2021-02-13,Nationalt,6518,5849868,3.85,225005
2021-02-14,Nationalt,6192,5849868,3.95,231197
2021-02-15,Nationalt,13727,5849868,4.19,244924
2021-02-16,Nationalt,13150,5849868,4.41,258074
2021-02-17,Nationalt,10396,5849868,4.59,268470
2021-02-18,Nationalt,11435,5849868,4.78,279905
2021-02-19,Nationalt,13817,5849868,5.02,293722
2021-02-20,Nationalt,10419,5849868,5.20,304141
2021-02-21,Nationalt,10722,5849868,5.38,314863
2021-02-22,Nationalt,13445,5849868,5.61,328308
2021-02-23,Nationalt,14322,5849868,5.86,342630
2021-02-24,Nationalt,13653,5849868,6.09,356283
2021-02-25,Nationalt,14495,5849868,6.34,370778
2021-02-26,Nationalt,35919,5849868,6.95,406697
2021-02-27,Nationalt,6631,5849868,7.07,413328
2021-02-28,Nationalt,10916,5849868,7.25,424244
2021-03-01,Nationalt,19673,5849868,7.59,443917
2021-03-02,Nationalt,16669,5849868,7.87,460586
2021-03-03,Nationalt,12965,5849868,8.10,473551
2021-03-04,Nationalt,17417,5849868,8.39,490968
2021-03-05,Nationalt,16566,5849868,8.68,507534
2021-03-06,Nationalt,14587,5849868,8.93,522121
2021-03-07,Nationalt,12000,5849868,9.13,534121
2021-03-08,Nationalt,9574,5849868,9.29,543695
2021-03-09,Nationalt,10891,5849868,9.48,554586
2021-03-10,Nationalt,12045,5849868,9.69,566631
2021-03-11,Nationalt,4556,5849868,9.76,571187
2021-03-12,Nationalt,3347,5849868,9.82,574534
2021-03-13,Nationalt,4510,5849868,9.90,579044
2021-03-14,Nationalt,1230,5849868,9.92,580274
2021-03-15,Nationalt,2818,5849868,9.97,583092
2021-03-16,Nationalt,6811,5849868,10.1,589903
2021-03-17,Nationalt,10749,5849868,10.3,600652
2021-03-18,Nationalt,14677,5849868,10.5,615329
2021-03-19,Nationalt,7840,5849868,10.7,623169
2021-03-20,Nationalt,2962,5849868,10.7,626131
2021-03-21,Nationalt,4976,5849868,10.8,631107
2021-03-22,Nationalt,4101,5849868,10.9,635208
2021-03-23,Nationalt,6133,5849868,11.0,641341
2021-03-24,Nationalt,9880,5849868,11.1,651221
2021-03-25,Nationalt,7754,5849868,11.3,658975
2021-03-26,Nationalt,6179,5849868,11.4,665154
2021-03-27,Nationalt,9993,5849868,11.5,675147
2021-03-28,Nationalt,10794,5849868,11.7,685941
2021-03-29,Nationalt,18017,5849868,12.0,703958
2021-03-30,Nationalt,21682,5849868,12.4,725640
2021-03-31,Nationalt,13111,5849868,12.6,738751
2021-04-01,Nationalt,4210,5849868,12.7,742961
2021-04-02,Nationalt,4905,5849868,12.8,747866
2021-04-03,Nationalt,12131,5849868,13.0,759997
2021-04-04,Nationalt,11693,5849868,13.2,771690
2021-04-05,Nationalt,12331,5849868,13.4,784021
2021-04-06,Nationalt,16028,5849868,13.7,800049
2021-04-07,Nationalt,16649,5849868,14.0,816698
2021-04-08,Nationalt,13755,5849868,14.2,830453
2021-04-09,Nationalt,16496,5849868,14.5,846949
2021-04-10,Nationalt,16776,5849868,14.8,863725
2021-04-11,Nationalt,14903,5849868,15.0,878628
2021-04-12,Nationalt,94142,5849868,16.6,972770
2021-04-13,Nationalt,18532,5849868,16.9,991302
2021-04-14,Nationalt,11443,5849868,17.1,1002745
2021-04-15,Nationalt,15314,5849868,17.4,1018059
2021-04-16,Nationalt,17445,5849868,17.7,1035504
2021-04-17,Nationalt,18820,5849868,18.0,1054324
2021-04-18,Nationalt,14502,5849868,18.3,1068826
2021-04-19,Nationalt,24830,5849868,18.7,1093656
2021-04-20,Nationalt,22048,5849868,19.1,1115704
2021-04-21,Nationalt,22524,5849868,19.5,1138228
2021-04-22,Nationalt,28237,5849868,19.9,1166465
2021-04-23,Nationalt,22183,5849868,20.3,1188648
2021-04-24,Nationalt,14922,5849868,20.6,1203570
2021-04-25,Nationalt,15215,5849868,20.8,1218785
2021-04-26,Nationalt,31518,5849868,21.4,1250303
2021-04-27,Nationalt,26600,5849868,21.8,1276903
2021-04-28,Nationalt,24145,5849868,22.2,1301048
2021-04-29,Nationalt,25942,5849868,22.7,1326990
2021-04-30,Nationalt,13437,5849868,22.9,1340427
2021-05-01,Nationalt,7302,5849868,23.0,1347729
2021-05-02,Nationalt,16668,5849868,23.3,1364397
2021-05-03,Nationalt,20460,5849868,23.7,1384857
2021-05-04,Nationalt,27652,5849868,24.1,1412509
2021-05-05,Nationalt,26830,5849868,24.6,1439339
2021-05-06,Nationalt,21539,5849868,25.0,1460878
2021-05-07,Nationalt,16496,5849868,25.3,1477374
2021-05-08,Nationalt,9449,5849868,25.4,1486823
2021-05-09,Nationalt,15915,5849868,25.7,1502738
2021-05-10,Nationalt,26573,5849868,26.1,1529311
2021-05-11,Nationalt,29711,5849868,26.7,1559022
2021-05-12,Nationalt,26158,5849868,27.1,1585180
2021-05-13,Nationalt,19677,5849868,27.4,1604857
2021-05-14,Nationalt,20537,5849868,27.8,1625394
2021-05-15,Nationalt,15400,5849868,28.0,1640794
2021-05-16,Nationalt,19972,5849868,28.4,1660766
2021-05-17,Nationalt,31028,5849868,28.9,1691794
2021-05-18,Nationalt,29555,5849868,29.4,1721349
2021-05-19,Nationalt,31744,5849868,30.0,1753093
2021-05-20,Nationalt,32446,5849868,30.5,1785539
2021-05-21,Nationalt,35276,5849868,31.1,1820815
2021-05-22,Nationalt,25930,5849868,31.6,1846745
2021-05-23,Nationalt,22565,5849868,32.0,1869310
2021-05-24,Nationalt,23401,5849868,32.4,1892711
2021-05-25,Nationalt,43453,5849868,33.1,1936164
2021-05-26,Nationalt,47421,5849868,33.9,1983585
2021-05-27,Nationalt,49314,5849868,34.8,2032899
2021-05-28,Nationalt,41031,5849868,35.5,2073930
2021-05-29,Nationalt,29835,5849868,36.0,2103765
2021-05-30,Nationalt,25819,5849868,36.4,2129584
2021-05-31,Nationalt,36129,5849868,37.0,2165713
2021-06-01,Nationalt,39714,5849868,37.7,2205427
2021-06-02,Nationalt,42600,5849868,38.4,2248027
2021-06-03,Nationalt,36228,5849868,39.0,2284255
2021-06-04,Nationalt,41433,5849868,39.8,2325688
2021-06-05,Nationalt,35017,5849868,40.4,2360705
2021-06-06,Nationalt,29977,5849868,40.9,2390682
2021-06-07,Nationalt,53615,5849868,41.8,2444297
2021-06-08,Nationalt,53490,5849868,42.7,2497787
2021-06-09,Nationalt,52803,5849868,43.6,2550590
2021-06-10,Nationalt,58863,5849868,44.6,2609453
2021-06-11,Nationalt,48533,5849868,45.4,2657986
2021-06-12,Nationalt,33622,5849868,46.0,2691608
2021-06-13,Nationalt,33667,5849868,46.6,2725275
2021-06-14,Nationalt,52511,5849868,47.5,2777786
2021-06-15,Nationalt,60394,5849868,48.5,2838180
2021-06-16,Nationalt,51921,5849868,49.4,2890101
2021-06-17,Nationalt,51031,5849868,50.3,2941132
2021-06-18,Nationalt,34884,5849868,50.9,2976016
2021-06-19,Nationalt,23736,5849868,51.3,2999752
2021-06-20,Nationalt,29163,5849868,51.8,3028915
2021-06-21,Nationalt,39397,5849868,52.5,3068312
2021-06-22,Nationalt,46334,5849868,53.2,3114646
2021-06-23,Nationalt,38345,5849868,53.9,3152991
2021-06-24,Nationalt,33521,5849868,54.5,3186512
2021-06-25,Nationalt,29075,5849868,55.0,3215587
2021-06-26,Nationalt,18999,5849868,55.3,3234586
2021-06-27,Nationalt,16129,5849868,55.6,3250715
