"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,333380,183577,590349
Midtjylland,723491,405707,1335368
Syddanmark,667679,389864,1224894
Hovedstaden,1029385,572399,1857912
Sjælland,496780,298666,841345
