"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,333380,183577,56.5,31.1,590349
Midtjylland,723491,405707,54.2,30.4,1335368
Syddanmark,667679,389864,54.5,31.8,1224894
Hovedstaden,1029385,572399,55.4,30.8,1857912
Sjælland,496780,298666,59.0,35.5,841345
