"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,305259,149046,639143
Frederiksberg,57846,32228,103020
Ballerup,28598,16522,49081
Brøndby,18982,12045,35481
Dragør,9394,5702,14579
Gentofte,45978,26469,74246
Gladsaxe,38700,21336,68928
Glostrup,13049,7907,23496
Herlev,16548,9593,28848
Albertslund,14390,8719,27123
Hvidovre,29403,17274,53262
Høje-Taastrup,27313,16540,52455
Lyngby-Taarbæk,34873,18779,57072
Rødovre,22405,13177,41212
Ishøj,11112,6952,23064
Tårnby,24907,14306,42669
Vallensbæk,8932,5497,16564
Furesø,25180,14468,41196
Allerød,16403,9043,25921
Fredensborg,25164,14885,41082
Helsingør,39494,23335,63143
Hillerød,31816,18031,52056
Hørsholm,16569,10045,24797
Rudersdal,36311,20168,57196
Egedal,26945,14581,44089
Frederikssund,29545,17785,45763
Greve,28414,16289,50696
Køge,35686,19752,61618
Frederiksværk-Hundested,20299,12981,31450
Roskilde,51332,29074,88975
Solrød,13463,7227,23479
Gribskov,27037,17334,41189
Odsherred,21526,14033,32952
Holbæk,43289,25884,72426
Faxe,21483,12234,36951
Kalundborg,28295,17917,48398
Ringsted,18897,10015,35039
Slagelse,46116,29673,79539
Stevns,14135,8250,23284
Sorø,17862,10876,29957
Lejre,17094,9908,28492
Lolland,25077,16059,40312
Næstved,48078,29418,83481
Guldborgsund,38334,24635,60458
Vordingborg,27699,17422,45288
Bornholm,26933,17651,39787
Middelfart,22824,13411,39430
Assens,23500,14050,40831
Faaborg-Midtfyn,30429,17496,51752
Kerteminde,14001,8586,23901
Nyborg,18606,10536,32024
Odense,100602,61301,204874
Svendborg,35555,20309,58877
Nordfyns,16675,10229,29571
Langeland,8129,5113,12352
Ærø,4069,2725,6018
Haderslev,28904,16030,55408
Billund,14878,7749,26564
Sønderborg,42041,24816,73708
Tønder,19951,11088,37029
Esbjerg,65789,39524,115525
Fanø,2271,1558,3446
Varde,28887,17494,49730
Vejen,22456,12499,42795
Aabenraa,31446,18923,58523
Fredericia,28162,15413,51484
Horsens,48766,26458,93059
Kolding,46856,26022,93093
Vejle,61648,34992,117959
Herning,49039,27102,89333
Holstebro,32963,18812,58635
Lemvig,12439,7231,19528
Struer,13097,7805,20822
Syddjurs,26493,15256,43466
Norddjurs,22680,13057,36990
Favrskov,27403,14272,48646
Odder,14071,8025,23052
Randers,53695,29693,98540
Silkeborg,53049,29124,96361
Samsø,2620,1746,3698
Skanderborg,35478,18873,63768
Århus,166605,95134,352506
Ikast-Brande,22928,12559,41813
Ringkøbing-Skjern,33154,18921,56261
Hedensted,27208,14750,46980
Morsø,13058,6868,20081
Skive,27295,15989,45242
Thisted,27464,13651,43128
Viborg,54508,30900,96668
Brønderslev-Dronninglund,20716,10910,36127
Frederikshavn,37128,20555,59001
Vesthimmerlands,21051,12539,36353
Læsø,1427,1381,1782
Rebild,16485,8725,30544
Mariagerfjord,24706,13874,41535
Jammerbugt,22493,12106,38215
Ålborg,110860,61224,219554
Hjørring,37992,21744,64029
