"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,305259,149046,47.8,23.3,639143
Frederiksberg,57846,32228,56.2,31.3,103020
Ballerup,28598,16522,58.3,33.7,49081
Brøndby,18982,12045,53.5,33.9,35481
Dragør,9394,5702,64.4,39.1,14579
Gentofte,45978,26469,61.9,35.7,74246
Gladsaxe,38700,21336,56.1,31.0,68928
Glostrup,13049,7907,55.5,33.7,23496
Herlev,16548,9593,57.4,33.3,28848
Albertslund,14390,8719,53.1,32.1,27123
Hvidovre,29403,17274,55.2,32.4,53262
Høje Tåstrup,27313,16540,52.1,31.5,52455
Lyngby-Taarbæk,34873,18779,61.1,32.9,57072
Rødovre,22405,13177,54.4,32.0,41212
Ishøj,11112,6952,48.2,30.1,23064
Tårnby,24907,14306,58.4,33.5,42669
Vallensbæk,8932,5497,53.9,33.2,16564
Furesø,25180,14468,61.1,35.1,41196
Allerød,16403,9043,63.3,34.9,25921
Fredensborg,25164,14885,61.3,36.2,41082
Helsingør,39494,23335,62.5,37.0,63143
Hillerød,31816,18031,61.1,34.6,52056
Hørsholm,16569,10045,66.8,40.5,24797
Rudersdal,36311,20168,63.5,35.3,57196
Egedal,26945,14581,61.1,33.1,44089
Frederikssund,29545,17785,64.6,38.9,45763
Greve,28414,16289,56.0,32.1,50696
Køge,35686,19752,57.9,32.1,61618
Halsnæs,20299,12981,64.5,41.3,31450
Roskilde,51332,29074,57.7,32.7,88975
Solrød,13463,7227,57.3,30.8,23479
Gribskov,27037,17334,65.6,42.1,41189
Odsherred,21526,14033,65.3,42.6,32952
Holbæk,43289,25884,59.8,35.7,72426
Faxe,21483,12234,58.1,33.1,36951
Kalundborg,28295,17917,58.5,37.0,48398
Ringsted,18897,10015,53.9,28.6,35039
Slagelse,46116,29673,58.0,37.3,79539
Stevns,14135,8250,60.7,35.4,23284
Sorø,17862,10876,59.6,36.3,29957
Lejre,17094,9908,60.0,34.8,28492
Lolland,25077,16059,62.2,39.8,40312
Næstved,48078,29418,57.6,35.2,83481
Guldborgsund,38334,24635,63.4,40.7,60458
Vordingborg,27699,17422,61.2,38.5,45288
Bornholm,26933,17651,67.7,44.4,39787
Middelfart,22824,13411,57.9,34.0,39430
Assens,23500,14050,57.6,34.4,40831
Faaborg-Midtfyn,30429,17496,58.8,33.8,51752
Kerteminde,14001,8586,58.6,35.9,23901
Nyborg,18606,10536,58.1,32.9,32024
Odense,100602,61301,49.1,29.9,204874
Svendborg,35555,20309,60.4,34.5,58877
Nordfyn,16675,10229,56.4,34.6,29571
Langeland,8129,5113,65.8,41.4,12352
Ærø,4069,2725,67.6,45.3,6018
Haderslev,28904,16030,52.2,28.9,55408
Billund,14878,7749,56.0,29.2,26564
Sønderborg,42041,24816,57.0,33.7,73708
Tønder,19951,11088,53.9,29.9,37029
Esbjerg,65789,39524,56.9,34.2,115525
Fanø,2271,1558,65.9,45.2,3446
Varde,28887,17494,58.1,35.2,49730
Vejen,22456,12499,52.5,29.2,42795
Aabenraa,31446,18923,53.7,32.3,58523
Fredericia,28162,15413,54.7,29.9,51484
Horsens,48766,26458,52.4,28.4,93059
Kolding,46856,26022,50.3,28.0,93093
Vejle,61648,34992,52.3,29.7,117959
Herning,49039,27102,54.9,30.3,89333
Holstebro,32963,18812,56.2,32.1,58635
Lemvig,12439,7231,63.7,37.0,19528
Struer,13097,7805,62.9,37.5,20822
Syddjurs,26493,15256,61.0,35.1,43466
Norddjurs,22680,13057,61.3,35.3,36990
Favrskov,27403,14272,56.3,29.3,48646
Odder,14071,8025,61.0,34.8,23052
Randers,53695,29693,54.5,30.1,98540
Silkeborg,53049,29124,55.1,30.2,96361
Samsø,2620,1746,70.8,47.2,3698
Skanderborg,35478,18873,55.6,29.6,63768
Århus,166605,95134,47.3,27.0,352506
Ikast-Brande,22928,12559,54.8,30.0,41813
Ringkøbing-Skjern,33154,18921,58.9,33.6,56261
Hedensted,27208,14750,57.9,31.4,46980
Morsø,13058,6868,65.0,34.2,20081
Skive,27295,15989,60.3,35.3,45242
Thisted,27464,13651,63.7,31.7,43128
Viborg,54508,30900,56.4,32.0,96668
Brønderslev,20716,10910,57.3,30.2,36127
Frederikshavn,37128,20555,62.9,34.8,59001
Vesthimmerland,21051,12539,57.9,34.5,36353
Læsø,1427,1381,80.1,77.5,1782
Rebild,16485,8725,54.0,28.6,30544
Mariagerfjord,24706,13874,59.5,33.4,41535
Jammerbugt,22493,12106,58.9,31.7,38215
Aalborg,110860,61224,50.5,27.9,219554
Hjørring,37992,21744,59.3,34.0,64029
