"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16930,16
AstraZeneca Covid-19 vaccine,Midtjylland,33821,58
AstraZeneca Covid-19 vaccine,Syddanmark,30672,297
AstraZeneca Covid-19 vaccine,Hovedstaden,45759,413
AstraZeneca Covid-19 vaccine,Sjælland,23949,373
Janssen COVID-19 vaccine,Nordjylland,3476,3476
Janssen COVID-19 vaccine,Midtjylland,9352,9352
Janssen COVID-19 vaccine,Syddanmark,7002,7002
Janssen COVID-19 vaccine,Hovedstaden,21682,21682
Janssen COVID-19 vaccine,Sjælland,2651,2651
Moderna Covid-19 Vaccine,Nordjylland,34147,17295
Moderna Covid-19 Vaccine,Midtjylland,47576,27802
Moderna Covid-19 Vaccine,Syddanmark,52372,58466
Moderna Covid-19 Vaccine,Hovedstaden,44859,35541
Moderna Covid-19 Vaccine,Sjælland,51464,54122
Moderna/Spikevax Covid-19 Vacc.,Nordjylland,523,1649
Moderna/Spikevax Covid-19 Vacc.,Midtjylland,45,15
Moderna/Spikevax Covid-19 Vacc.,Syddanmark,1882,504
Moderna/Spikevax Covid-19 Vacc.,Hovedstaden,1307,24
Moderna/Spikevax Covid-19 Vacc.,Sjælland,425,2431
Pfizer BioNTech Covid-19 vacc,Nordjylland,278304,161141
Pfizer BioNTech Covid-19 vacc,Midtjylland,632697,368480
Pfizer BioNTech Covid-19 vacc,Syddanmark,575751,323595
Pfizer BioNTech Covid-19 vacc,Hovedstaden,915778,514739
Pfizer BioNTech Covid-19 vacc,Sjælland,418291,239089
