"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,4,1
Hovedstaden,0-9,M,2,0
Hovedstaden,10-19,K,28366,668
Hovedstaden,10-19,M,27970,499
Hovedstaden,20-29,K,58162,15038
Hovedstaden,20-29,M,52388,12172
Hovedstaden,30-39,K,28869,15946
Hovedstaden,30-39,M,29481,15964
Hovedstaden,40-49,K,97502,19760
Hovedstaden,40-49,M,94445,9794
Hovedstaden,50-59,K,108063,52547
Hovedstaden,50-59,M,106590,45357
Hovedstaden,60-69,K,87338,82885
Hovedstaden,60-69,M,82734,77447
Hovedstaden,70-79,K,82481,81329
Hovedstaden,70-79,M,69279,68260
Hovedstaden,80-89,K,37906,37444
Hovedstaden,80-89,M,25555,25258
Hovedstaden,90+,K,8939,8772
Hovedstaden,90+,M,3311,3258
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,3,0
Midtjylland,10-19,K,21963,783
Midtjylland,10-19,M,21530,402
Midtjylland,20-29,K,26210,11267
Midtjylland,20-29,M,21160,7195
Midtjylland,30-39,K,13945,11982
Midtjylland,30-39,M,9589,8057
Midtjylland,40-49,K,60402,16396
Midtjylland,40-49,M,56839,6981
Midtjylland,50-59,K,81032,25138
Midtjylland,50-59,M,80951,13892
Midtjylland,60-69,K,73189,62990
Midtjylland,60-69,M,71424,57850
Midtjylland,70-79,K,64301,63447
Midtjylland,70-79,M,59896,58952
Midtjylland,80-89,K,29048,28739
Midtjylland,80-89,M,22362,22155
Midtjylland,90+,K,6674,6554
Midtjylland,90+,M,2973,2927
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,8906,284
Nordjylland,10-19,M,8873,142
Nordjylland,20-29,K,9971,4462
Nordjylland,20-29,M,8688,2876
Nordjylland,30-39,K,6544,5117
Nordjylland,30-39,M,4407,3152
Nordjylland,40-49,K,25743,6966
Nordjylland,40-49,M,24262,2749
Nordjylland,50-59,K,36621,9535
Nordjylland,50-59,M,36614,3655
Nordjylland,60-69,K,35279,27839
Nordjylland,60-69,M,34422,25159
Nordjylland,70-79,K,31818,31289
Nordjylland,70-79,M,30020,29476
Nordjylland,80-89,K,14753,14600
Nordjylland,80-89,M,11505,11384
Nordjylland,90+,K,3376,3341
Nordjylland,90+,M,1577,1551
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,13843,399
Sjælland,10-19,M,14213,293
Sjælland,20-29,K,11620,4238
Sjælland,20-29,M,10650,2533
Sjælland,30-39,K,8813,6507
Sjælland,30-39,M,5538,3650
Sjælland,40-49,K,40784,10577
Sjælland,40-49,M,37260,4183
Sjælland,50-59,K,56998,22725
Sjælland,50-59,M,56741,16496
Sjælland,60-69,K,51760,46457
Sjælland,60-69,M,50076,44530
Sjælland,70-79,K,49596,48705
Sjælland,70-79,M,45439,44550
Sjælland,80-89,K,20986,20675
Sjælland,80-89,M,16179,15976
Sjælland,90+,K,4393,4317
Sjælland,90+,M,1890,1854
Syddanmark,0-9,K,1,1
Syddanmark,0-9,M,1,0
Syddanmark,10-19,K,16993,594
Syddanmark,10-19,M,16607,378
Syddanmark,20-29,K,17354,7904
Syddanmark,20-29,M,14340,5049
Syddanmark,30-39,K,11005,9803
Syddanmark,30-39,M,7221,6447
Syddanmark,40-49,K,49710,14475
Syddanmark,40-49,M,44833,6549
Syddanmark,50-59,K,77698,23523
Syddanmark,50-59,M,77597,14381
Syddanmark,60-69,K,72398,58267
Syddanmark,60-69,M,70922,54690
Syddanmark,70-79,K,65270,64136
Syddanmark,70-79,M,60486,59259
Syddanmark,80-89,K,31233,30852
Syddanmark,80-89,M,23781,23514
Syddanmark,90+,K,7142,7004
Syddanmark,90+,M,3087,3038
