"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,234281,141323,590304
Midtjylland,519672,298962,1334884
Syddanmark,504421,292607,1224702
Hovedstaden,744287,426633,1857077
Sjælland,388666,209534,840909
