"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,234281,141323,39.7,23.9,590304
Midtjylland,519672,298962,38.9,22.4,1334884
Syddanmark,504421,292607,41.2,23.9,1224702
Hovedstaden,744287,426633,40.1,23.0,1857077
Sjælland,388666,209534,46.2,24.9,840909
