"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-17,Nationalt,1,5847876,0.00,1
2020-12-19,Nationalt,1,5847876,0.00,2
2020-12-21,Nationalt,1,5847876,0.00,3
2020-12-22,Nationalt,1,5847876,0.00,4
2020-12-23,Nationalt,3,5847876,0.00,7
2020-12-24,Nationalt,1,5847876,0.00,8
2020-12-26,Nationalt,1,5847876,0.00,9
2020-12-27,Nationalt,6301,5847876,0.11,6310
2020-12-28,Nationalt,2003,5847876,0.14,8313
2020-12-29,Nationalt,8732,5847876,0.29,17045
2020-12-30,Nationalt,11173,5847876,0.48,28218
2020-12-31,Nationalt,5989,5847876,0.58,34207
2021-01-01,Nationalt,2277,5847876,0.62,36484
2021-01-02,Nationalt,8598,5847876,0.77,45082
2021-01-03,Nationalt,5786,5847876,0.87,50868
2021-01-04,Nationalt,2397,5847876,0.91,53265
2021-01-05,Nationalt,13173,5847876,1.14,66438
2021-01-06,Nationalt,19216,5847876,1.46,85654
2021-01-07,Nationalt,17024,5847876,1.76,102678
2021-01-08,Nationalt,8242,5847876,1.90,110920
2021-01-09,Nationalt,1878,5847876,1.93,112798
2021-01-10,Nationalt,816,5847876,1.94,113614
2021-01-11,Nationalt,659,5847876,1.95,114273
2021-01-12,Nationalt,465,5847876,1.96,114738
2021-01-13,Nationalt,12577,5847876,2.18,127315
2021-01-14,Nationalt,17647,5847876,2.48,144962
2021-01-15,Nationalt,14963,5847876,2.73,159925
2021-01-16,Nationalt,4528,5847876,2.81,164453
2021-01-17,Nationalt,2450,5847876,2.85,166903
2021-01-18,Nationalt,3792,5847876,2.92,170695
2021-01-19,Nationalt,2438,5847876,2.96,173133
2021-01-20,Nationalt,1480,5847876,2.99,174613
2021-01-21,Nationalt,1496,5847876,3.01,176109
2021-01-22,Nationalt,655,5847876,3.02,176764
2021-01-23,Nationalt,728,5847876,3.04,177492
2021-01-24,Nationalt,593,5847876,3.05,178085
2021-01-25,Nationalt,274,5847876,3.05,178359
2021-01-26,Nationalt,209,5847876,3.05,178568
2021-01-27,Nationalt,201,5847876,3.06,178769
2021-01-28,Nationalt,218,5847876,3.06,178987
2021-01-29,Nationalt,1086,5847876,3.08,180073
2021-01-30,Nationalt,1182,5847876,3.10,181255
2021-01-31,Nationalt,1191,5847876,3.12,182446
