"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,187781,104733,29.4,16.4,638836
Frederiksberg,39960,23698,38.8,23.0,102990
Ballerup,21907,12455,44.7,25.4,49034
Brøndby,15062,8821,42.5,24.9,35450
Dragør,7410,4287,50.8,29.4,14591
Gentofte,35591,19356,47.9,26.1,74244
Gladsaxe,28269,15883,41.0,23.1,68906
Glostrup,10035,5844,42.7,24.9,23494
Herlev,12420,7287,43.1,25.3,28787
Albertslund,11169,6550,41.1,24.1,27155
Hvidovre,22027,12832,41.4,24.1,53264
Høje Tåstrup,21243,12168,40.5,23.2,52402
Lyngby-Taarbæk,25419,14274,44.5,25.0,57083
Rødovre,16914,9817,41.1,23.8,41193
Ishøj,8748,5102,38.0,22.1,23049
Tårnby,18621,10632,43.6,24.9,42685
Vallensbæk,7003,4138,42.3,25.0,16570
Furesø,19597,11162,47.6,27.1,41136
Allerød,12681,6895,48.9,26.6,25932
Fredensborg,19688,11773,48.0,28.7,40994
Helsingør,30866,18906,48.9,30.0,63124
Hillerød,24269,13943,46.7,26.8,51964
Hørsholm,13306,8081,53.6,32.6,24803
Rudersdal,27647,15679,48.4,27.4,57126
Egedal,20545,10721,46.6,24.3,44046
Frederikssund,23805,13762,52.0,30.1,45760
Greve,21072,12208,41.6,24.1,50681
Køge,25995,14096,42.2,22.9,61624
Halsnæs,16516,10524,52.5,33.4,31480
Roskilde,38473,20725,43.3,23.3,88859
Solrød,9653,5371,41.1,22.9,23468
Gribskov,22210,13541,53.9,32.9,41196
Odsherred,17481,10269,53.1,31.2,32946
Holbæk,34007,17673,47.0,24.4,72319
Faxe,16235,8697,44.0,23.5,36934
Kalundborg,23236,12044,48.0,24.9,48397
Ringsted,13567,7070,38.7,20.2,35043
Slagelse,37687,20071,47.4,25.2,79513
Stevns,10633,6106,45.7,26.2,23268
Sorø,14313,7429,47.8,24.8,29941
Lejre,13016,7147,45.8,25.1,28443
Lolland,20866,11064,51.7,27.4,40345
Næstved,38016,20013,45.6,24.0,83419
Guldborgsund,31707,17130,52.5,28.3,60442
Vordingborg,22709,12421,50.2,27.4,45267
Bornholm,23578,13769,59.3,34.6,39783
Middelfart,17281,10476,43.9,26.6,39401
Assens,18216,10619,44.6,26.0,40861
Faaborg-Midtfyn,23055,13523,44.6,26.1,51726
Kerteminde,11069,6551,46.4,27.4,23870
Nyborg,13911,8292,43.4,25.9,32043
Odense,75141,45469,36.7,22.2,204900
Svendborg,26787,15845,45.5,26.9,58850
Nordfyn,13029,7662,44.1,25.9,29575
Langeland,6612,3925,53.6,31.8,12338
Ærø,3195,2185,53.2,36.4,6007
Haderslev,21187,12827,38.2,23.2,55399
Billund,10289,5937,38.8,22.4,26540
Sønderborg,33407,18005,45.3,24.4,73751
Tønder,14758,8758,39.9,23.7,37006
Esbjerg,52642,27627,45.6,23.9,115541
Fanø,1904,1142,55.2,33.1,3448
Varde,23513,12261,47.3,24.7,49738
Vejen,16203,9726,37.9,22.7,42803
Aabenraa,25430,13445,43.4,23.0,58559
Fredericia,20784,12423,40.4,24.2,51434
Horsens,34005,19646,36.6,21.1,92969
Kolding,32831,19946,35.3,21.4,93031
Vejle,43177,25963,36.6,22.0,117881
Herning,35327,20378,39.5,22.8,89362
Holstebro,23770,13898,40.5,23.7,58653
Lemvig,9389,5270,48.1,27.0,19522
Struer,9857,5842,47.3,28.1,20823
Syddjurs,19591,11336,45.1,26.1,43475
Norddjurs,16875,9979,45.6,27.0,36991
Favrskov,18561,10816,38.2,22.3,48604
Odder,10029,5935,43.5,25.8,23044
Randers,38222,22943,38.8,23.3,98447
Silkeborg,38786,21810,40.3,22.7,96275
Samsø,2215,1234,59.9,33.4,3699
Skanderborg,24144,13517,37.9,21.2,63737
Århus,117607,66316,33.4,18.8,352402
Ikast-Brande,16364,9371,39.2,22.5,41703
Ringkøbing-Skjern,24761,13693,44.0,24.3,56296
Hedensted,19164,11016,40.8,23.5,46939
Morsø,9038,5524,45.0,27.5,20078
Skive,20964,12111,46.3,26.7,45301
Thisted,18171,11186,42.1,25.9,43115
Viborg,40041,23851,41.4,24.7,96642
Brønderslev,14238,8596,39.5,23.8,36073
Frederikshavn,27084,15320,45.9,26.0,58972
Vesthimmerland,15626,9249,43.0,25.4,36356
Læsø,1405,834,79.0,46.9,1778
Rebild,11390,6747,37.3,22.1,30543
Mariagerfjord,17517,10866,42.1,26.1,41573
Jammerbugt,15593,9339,40.8,24.5,38189
Aalborg,77690,46707,35.4,21.3,219568
Hjørring,26529,16955,41.4,26.5,64059
