"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,4,1
Hovedstaden,0-9,M,1,0
Hovedstaden,10-19,K,11152,573
Hovedstaden,10-19,M,10159,407
Hovedstaden,20-29,K,16016,12409
Hovedstaden,20-29,M,9786,7009
Hovedstaden,30-39,K,15107,13404
Hovedstaden,30-39,M,10073,9116
Hovedstaden,40-49,K,41909,18617
Hovedstaden,40-49,M,33050,8566
Hovedstaden,50-59,K,102778,22542
Hovedstaden,50-59,M,100429,11496
Hovedstaden,60-69,K,86261,54577
Hovedstaden,60-69,M,81421,46425
Hovedstaden,70-79,K,81995,80229
Hovedstaden,70-79,M,68906,67300
Hovedstaden,80-89,K,37646,37048
Hovedstaden,80-89,M,25366,24972
Hovedstaden,90+,K,8929,8715
Hovedstaden,90+,M,3299,3227
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,2,0
Midtjylland,10-19,K,1270,672
Midtjylland,10-19,M,834,316
Midtjylland,20-29,K,11333,9501
Midtjylland,20-29,M,4883,4075
Midtjylland,30-39,K,12009,10334
Midtjylland,30-39,M,5547,4665
Midtjylland,40-49,K,21455,14809
Midtjylland,40-49,M,11884,5619
Midtjylland,50-59,K,63972,18226
Midtjylland,50-59,M,59770,6814
Midtjylland,60-69,K,72304,26407
Midtjylland,60-69,M,70176,19247
Midtjylland,70-79,K,63984,61567
Midtjylland,70-79,M,59493,56983
Midtjylland,80-89,K,28888,28430
Midtjylland,80-89,M,22239,21881
Midtjylland,90+,K,6662,6508
Midtjylland,90+,M,2967,2908
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,402,254
Nordjylland,10-19,M,237,118
Nordjylland,20-29,K,4794,3980
Nordjylland,20-29,M,2231,1723
Nordjylland,30-39,K,5134,4714
Nordjylland,30-39,M,2123,1913
Nordjylland,40-49,K,7805,6701
Nordjylland,40-49,M,3408,2362
Nordjylland,50-59,K,25116,8972
Nordjylland,50-59,M,22345,3051
Nordjylland,60-69,K,34724,11079
Nordjylland,60-69,M,33543,7537
Nordjylland,70-79,K,31591,30115
Nordjylland,70-79,M,29823,28319
Nordjylland,80-89,K,14665,14421
Nordjylland,80-89,M,11410,11228
Nordjylland,90+,K,3356,3295
Nordjylland,90+,M,1573,1541
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,3147,353
Sjælland,10-19,M,2900,205
Sjælland,20-29,K,4544,3763
Sjælland,20-29,M,2397,1795
Sjælland,30-39,K,6861,5974
Sjælland,30-39,M,3024,2553
Sjælland,40-49,K,17480,10024
Sjælland,40-49,M,11319,3666
Sjælland,50-59,K,50577,12679
Sjælland,50-59,M,48955,5071
Sjælland,60-69,K,50867,18059
Sjælland,60-69,M,49054,14010
Sjælland,70-79,K,49295,46674
Sjælland,70-79,M,45110,42738
Sjælland,80-89,K,20834,20245
Sjælland,80-89,M,16048,15638
Sjælland,90+,K,4376,4256
Sjælland,90+,M,1877,1830
Syddanmark,0-9,K,1,1
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,1863,566
Syddanmark,10-19,M,1569,300
Syddanmark,20-29,K,8151,7039
Syddanmark,20-29,M,3643,3142
Syddanmark,30-39,K,9916,8937
Syddanmark,30-39,M,4547,4087
Syddanmark,40-49,K,18723,13768
Syddanmark,40-49,M,10419,5505
Syddanmark,50-59,K,59898,17310
Syddanmark,50-59,M,56499,7408
Syddanmark,60-69,K,70614,23153
Syddanmark,60-69,M,68739,17847
Syddanmark,70-79,K,64892,62425
Syddanmark,70-79,M,60045,57457
Syddanmark,80-89,K,31067,30483
Syddanmark,80-89,M,23619,23194
Syddanmark,90+,K,7137,6965
Syddanmark,90+,M,3079,3020
