Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.581.683; 134.582;   7.564;   1.337
Sjælland; 662.790;  38.544;   2.607;     405
Syddanmark; 988.981;  40.188;   1.836;     222
Midtjylland;1.079.600;  50.010;   2.251;     357
Nordjylland; 502.629;  20.789;     982;     187
