"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,37789,17105,5.9,2.7,638612
Frederiksberg,8027,3524,7.8,3.4,103428
Ballerup,3938,1385,8.0,2.8,49133
Brøndby,2948,1035,8.3,2.9,35355
Dragør,1228,438,8.4,3.0,14555
Gentofte,6281,2828,8.4,3.8,74378
Gladsaxe,5831,2501,8.4,3.6,69166
Glostrup,2354,1124,10.0,4.8,23439
Herlev,2677,1133,9.3,3.9,28810
Albertslund,2242,1014,8.2,3.7,27235
Hvidovre,4923,2132,9.2,4.0,53327
Høje Tåstrup,4129,1912,7.9,3.7,52108
Lyngby-Taarbæk,5079,1961,8.9,3.5,56817
Rødovre,3303,1204,8.0,2.9,41174
Ishøj,1634,674,7.1,2.9,23051
Tårnby,3591,1398,8.4,3.3,42724
Vallensbæk,1405,564,8.5,3.4,16548
Furesø,3783,1479,9.2,3.6,40937
Allerød,2346,841,9.1,3.3,25863
Fredensborg,3644,1562,8.9,3.8,40925
Helsingør,5946,2323,9.4,3.7,63044
Hillerød,5065,2276,9.8,4.4,51715
Hørsholm,2508,996,10.1,4.0,24853
Rudersdal,5235,2001,9.2,3.5,56956
Egedal,3279,1203,7.5,2.8,43705
Frederikssund,4180,1553,9.2,3.4,45537
Greve,3746,1458,7.4,2.9,50563
Køge,4801,1893,7.8,3.1,61546
Halsnæs,2880,1110,9.2,3.5,31407
Roskilde,7558,2956,8.5,3.3,88769
Solrød,1734,694,7.4,3.0,23454
Gribskov,3862,1600,9.4,3.9,40970
Odsherred,3048,1002,9.3,3.0,32904
Holbæk,6380,2346,8.9,3.3,71989
Faxe,2912,1010,7.9,2.7,36739
Kalundborg,3914,1210,8.1,2.5,48397
Ringsted,2601,975,7.5,2.8,34891
Slagelse,7183,2616,9.1,3.3,79225
Stevns,1869,603,8.1,2.6,23138
Sorø,2661,923,8.9,3.1,29982
Lejre,2329,844,8.2,3.0,28274
Lolland,3527,1297,8.7,3.2,40446
Næstved,7478,2891,9.0,3.5,83269
Guldborgsund,5897,2099,9.8,3.5,60292
Vordingborg,3864,1294,8.5,2.9,45206
Bornholm,3559,1543,9.0,3.9,39727
Middelfart,3849,1500,9.8,3.8,39245
Assens,3286,1155,8.0,2.8,40845
Faaborg-Midtfyn,4466,1598,8.7,3.1,51620
Kerteminde,2011,742,8.4,3.1,23840
Nyborg,2760,919,8.6,2.9,31951
Odense,16589,6496,8.1,3.2,205139
Svendborg,6340,3070,10.8,5.2,58721
Nordfyn,2361,806,8.0,2.7,29532
Langeland,1294,547,10.5,4.4,12356
Ærø,657,306,11.0,5.1,5977
Haderslev,4335,1811,7.8,3.3,55330
Billund,1997,753,7.5,2.8,26522
Sønderborg,5825,2444,7.9,3.3,73791
Tønder,2988,1248,8.1,3.4,37036
Esbjerg,10912,3815,9.4,3.3,115529
Fanø,342,124,9.9,3.6,3446
Varde,4636,1447,9.3,2.9,49651
Vejen,3835,1307,9.0,3.1,42762
Aabenraa,4266,1711,7.3,2.9,58555
Fredericia,4546,1886,8.9,3.7,51346
Horsens,7167,2687,7.7,2.9,92533
Kolding,7363,2953,7.9,3.2,93098
Vejle,9286,3864,7.9,3.3,117403
Herning,7311,3175,8.2,3.6,89272
Holstebro,5081,1925,8.7,3.3,58698
Lemvig,1698,707,8.7,3.6,19579
Struer,1898,670,9.1,3.2,20812
Syddjurs,3640,1306,8.4,3.0,43241
Norddjurs,3377,1482,9.1,4.0,36958
Favrskov,3867,1441,8.0,3.0,48429
Odder,2180,871,9.5,3.8,22984
Randers,8695,3486,8.8,3.5,98327
Silkeborg,7766,3099,8.1,3.2,95852
Samsø,488,444,13.3,12.1,3681
Skanderborg,4672,1636,7.4,2.6,63424
Århus,27272,9268,7.7,2.6,352420
Ikast-Brande,2901,1140,7.0,2.7,41502
Ringkøbing-Skjern,4633,1873,8.3,3.3,56136
Hedensted,3630,1381,7.8,2.9,46821
Morsø,2270,1037,11.3,5.2,20053
Skive,4101,1652,9.0,3.6,45409
Thisted,3737,1389,8.7,3.2,43113
Viborg,8880,3596,9.2,3.7,96624
Brønderslev,3119,1246,8.6,3.5,36107
Frederikshavn,5032,2007,8.5,3.4,58990
Vesthimmerland,3350,1186,9.2,3.3,36362
Læsø,203,108,11.4,6.1,1773
Rebild,2416,939,7.9,3.1,30502
Mariagerfjord,3711,1177,8.9,2.8,41567
Jammerbugt,3072,1121,8.1,2.9,38117
Aalborg,18005,6871,8.2,3.1,219728
Hjørring,5968,2217,9.3,3.5,64111
