"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,50883,19298,590423
Midtjylland,109257,41839,1332702
Syddanmark,103944,40502,1223695
Hovedstaden,143666,60419,1855499
Sjælland,71502,26111,839084
