"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,50883,19298,8.6,3.3,590423
Midtjylland,109257,41839,8.2,3.1,1332702
Syddanmark,103944,40502,8.5,3.3,1223695
Hovedstaden,143666,60419,7.7,3.3,1855499
Sjælland,71502,26111,8.5,3.1,839084
