"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,37789,17105,638612
Frederiksberg,8027,3524,103428
Ballerup,3938,1385,49133
Brøndby,2948,1035,35355
Dragør,1228,438,14555
Gentofte,6281,2828,74378
Gladsaxe,5831,2501,69166
Glostrup,2354,1124,23439
Herlev,2677,1133,28810
Albertslund,2242,1014,27235
Hvidovre,4923,2132,53327
Høje-Taastrup,4129,1912,52108
Lyngby-Taarbæk,5079,1961,56817
Rødovre,3303,1204,41174
Ishøj,1634,674,23051
Tårnby,3591,1398,42724
Vallensbæk,1405,564,16548
Furesø,3783,1479,40937
Allerød,2346,841,25863
Fredensborg,3644,1562,40925
Helsingør,5946,2323,63044
Hillerød,5065,2276,51715
Hørsholm,2508,996,24853
Rudersdal,5235,2001,56956
Egedal,3279,1203,43705
Frederikssund,4180,1553,45537
Greve,3746,1458,50563
Køge,4801,1893,61546
Frederiksværk-Hundested,2880,1110,31407
Roskilde,7558,2956,88769
Solrød,1734,694,23454
Gribskov,3862,1600,40970
Odsherred,3048,1002,32904
Holbæk,6380,2346,71989
Faxe,2912,1010,36739
Kalundborg,3914,1210,48397
Ringsted,2601,975,34891
Slagelse,7183,2616,79225
Stevns,1869,603,23138
Sorø,2661,923,29982
Lejre,2329,844,28274
Lolland,3527,1297,40446
Næstved,7478,2891,83269
Guldborgsund,5897,2099,60292
Vordingborg,3864,1294,45206
Bornholm,3559,1543,39727
Middelfart,3849,1500,39245
Assens,3286,1155,40845
Faaborg-Midtfyn,4466,1598,51620
Kerteminde,2011,742,23840
Nyborg,2760,919,31951
Odense,16589,6496,205139
Svendborg,6340,3070,58721
Nordfyns,2361,806,29532
Langeland,1294,547,12356
Ærø,657,306,5977
Haderslev,4335,1811,55330
Billund,1997,753,26522
Sønderborg,5825,2444,73791
Tønder,2988,1248,37036
Esbjerg,10912,3815,115529
Fanø,342,124,3446
Varde,4636,1447,49651
Vejen,3835,1307,42762
Aabenraa,4266,1711,58555
Fredericia,4546,1886,51346
Horsens,7167,2687,92533
Kolding,7363,2953,93098
Vejle,9286,3864,117403
Herning,7311,3175,89272
Holstebro,5081,1925,58698
Lemvig,1698,707,19579
Struer,1898,670,20812
Syddjurs,3640,1306,43241
Norddjurs,3377,1482,36958
Favrskov,3867,1441,48429
Odder,2180,871,22984
Randers,8695,3486,98327
Silkeborg,7766,3099,95852
Samsø,488,444,3681
Skanderborg,4672,1636,63424
Århus,27272,9268,352420
Ikast-Brande,2901,1140,41502
Ringkøbing-Skjern,4633,1873,56136
Hedensted,3630,1381,46821
Morsø,2270,1037,20053
Skive,4101,1652,45409
Thisted,3737,1389,43113
Viborg,8880,3596,96624
Brønderslev-Dronninglund,3119,1246,36107
Frederikshavn,5032,2007,58990
Vesthimmerlands,3350,1186,36362
Læsø,203,108,1773
Rebild,2416,939,30502
Mariagerfjord,3711,1177,41567
Jammerbugt,3072,1121,38117
Ålborg,18005,6871,219728
Hjørring,5968,2217,64111
