"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,63467,30363,9.9,4.8,638746
Frederiksberg,14380,7006,13.9,6.8,103261
Ballerup,7594,3580,15.5,7.3,49088
Brøndby,5560,2812,15.7,7.9,35380
Dragør,2446,1209,16.8,8.3,14557
Gentofte,11444,5968,15.4,8.0,74336
Gladsaxe,9706,5195,14.1,7.5,69078
Glostrup,3859,2195,16.4,9.3,23488
Herlev,4518,2418,15.7,8.4,28778
Albertslund,4018,2076,14.8,7.6,27181
Hvidovre,8071,4486,15.1,8.4,53302
Høje Tåstrup,7673,3815,14.7,7.3,52161
Lyngby-Taarbæk,8525,4588,15.0,8.1,56923
Rødovre,5847,3266,14.2,7.9,41208
Ishøj,3041,1445,13.2,6.3,23073
Tårnby,6240,3234,14.6,7.6,42669
Vallensbæk,2702,1275,16.3,7.7,16564
Furesø,6611,3629,16.1,8.9,40978
Allerød,4006,2137,15.5,8.3,25868
Fredensborg,6471,3469,15.8,8.5,41026
Helsingør,10518,5385,16.7,8.5,63052
Hillerød,8604,4408,16.6,8.5,51755
Hørsholm,4533,2504,18.2,10.1,24861
Rudersdal,9489,4972,16.6,8.7,57023
Egedal,6230,2769,14.3,6.3,43702
Frederikssund,7991,3797,17.5,8.3,45648
Greve,7088,3665,14.0,7.2,50590
Køge,8582,4457,13.9,7.2,61527
Halsnæs,5725,2780,18.2,8.8,31471
Roskilde,13221,6827,14.9,7.7,88728
Solrød,3108,1649,13.2,7.0,23467
Gribskov,7156,3431,17.4,8.4,41029
Odsherred,5858,2725,17.8,8.3,32923
Holbæk,11256,5414,15.6,7.5,72046
Faxe,5094,2665,13.8,7.2,36797
Kalundborg,7483,3455,15.5,7.1,48411
Ringsted,4465,2201,12.8,6.3,35002
Slagelse,13558,5819,17.1,7.3,79309
Stevns,3574,1929,15.4,8.3,23225
Sorø,4945,2286,16.5,7.6,29939
Lejre,4258,2211,15.0,7.8,28384
Lolland,6706,3314,16.6,8.2,40392
Næstved,12848,6376,15.4,7.7,83346
Guldborgsund,11116,5131,18.4,8.5,60362
Vordingborg,7377,3450,16.3,7.6,45230
Bornholm,7702,3461,19.4,8.7,39746
Middelfart,6044,3612,15.4,9.2,39314
Assens,5629,3043,13.8,7.4,40877
Faaborg-Midtfyn,7221,4067,14.0,7.9,51676
Kerteminde,3653,1914,15.3,8.0,23848
Nyborg,4944,2419,15.5,7.6,31973
Odense,28545,14671,13.9,7.2,204931
Svendborg,9263,5756,15.7,9.8,58845
Nordfyn,4294,2234,14.5,7.6,29540
Langeland,2106,1261,17.1,10.2,12341
Ærø,978,756,16.3,12.6,5997
Haderslev,6622,3999,12.0,7.2,55358
Billund,3453,1963,13.0,7.4,26500
Sønderborg,9975,6175,13.5,8.4,73790
Tønder,4492,2804,12.1,7.6,37038
Esbjerg,17974,9245,15.6,8.0,115583
Fanø,485,319,14.1,9.3,3438
Varde,7253,4138,14.6,8.3,49715
Vejen,5882,3470,13.7,8.1,42796
Aabenraa,6406,3960,10.9,6.8,58576
Fredericia,7285,4500,14.2,8.8,51373
Horsens,12047,6326,13.0,6.8,92693
Kolding,11610,7054,12.5,7.6,93119
Vejle,15934,8869,13.6,7.5,117592
Herning,13496,7593,15.1,8.5,89323
Holstebro,9035,4813,15.4,8.2,58674
Lemvig,3331,1829,17.0,9.4,19540
Struer,3600,1954,17.3,9.4,20819
Syddjurs,6627,3575,15.3,8.2,43376
Norddjurs,5929,3514,16.0,9.5,36986
Favrskov,6628,3435,13.7,7.1,48487
Odder,3726,2045,16.2,8.9,23025
Randers,14555,7872,14.8,8.0,98356
Silkeborg,14332,7558,14.9,7.9,95984
Samsø,735,555,19.9,15.0,3699
Skanderborg,8729,4269,13.7,6.7,63514
Århus,45538,21007,12.9,6.0,352368
Ikast-Brande,5893,2959,14.2,7.1,41581
Ringkøbing-Skjern,8755,4665,15.6,8.3,56156
Hedensted,6395,3391,13.6,7.2,46887
Morsø,3430,2187,17.1,10.9,20080
Skive,7700,4088,17.0,9.0,45379
Thisted,6028,3358,14.0,7.8,43124
Viborg,15700,8222,16.2,8.5,96696
Brønderslev,5493,2823,15.2,7.8,36116
Frederikshavn,9633,4825,16.3,8.2,58953
Vesthimmerland,5891,2851,16.2,7.8,36354
Læsø,547,266,30.8,15.0,1778
Rebild,4085,2058,13.4,6.7,30522
Mariagerfjord,6378,3278,15.3,7.9,41584
Jammerbugt,5470,2596,14.3,6.8,38180
Aalborg,30540,15310,13.9,7.0,219620
Hjørring,10313,5107,16.1,8.0,64096
