"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-04-09,København,K,39541,18711,39153,18565,388,146
2021-04-09,København,M,23926,11652,23604,11551,322,101
2021-04-09,Frederiksberg,K,9007,4424,8868,4411,139,13
2021-04-09,Frederiksberg,M,5373,2582,5279,2572,94,10
2021-04-09,Ballerup,K,4828,2260,4758,2228,70,32
2021-04-09,Ballerup,M,2766,1320,2725,1301,41,19
2021-04-09,Brøndby,K,3474,1788,3426,1776,48,12
2021-04-09,Brøndby,M,2086,1024,2067,1023,19,1
2021-04-09,Dragør,K,1453,727,1427,725,26,2
2021-04-09,Dragør,M,993,482,969,481,24,1
2021-04-09,Gentofte,K,7180,3828,7093,3780,87,48
2021-04-09,Gentofte,M,4264,2140,4193,2111,71,29
2021-04-09,Gladsaxe,K,6341,3456,6267,3369,74,87
2021-04-09,Gladsaxe,M,3365,1739,3304,1677,61,62
2021-04-09,Glostrup,K,2466,1398,2444,1394,22,4
2021-04-09,Glostrup,M,1393,797,1377,796,16,1
2021-04-09,Herlev,K,3010,1639,2984,1613,26,26
2021-04-09,Herlev,M,1508,779,1490,762,18,17
2021-04-09,Albertslund,K,2474,1292,2447,1291,27,1
2021-04-09,Albertslund,M,1544,784,1532,783,12,1
2021-04-09,Hvidovre,K,5146,2856,5091,2851,55,5
2021-04-09,Hvidovre,M,2925,1630,2886,1626,39,4
2021-04-09,Høje Tåstrup,K,4652,2293,4588,2236,64,57
2021-04-09,Høje Tåstrup,M,3021,1522,2985,1499,36,23
2021-04-09,Lyngby-Taarbæk,K,5494,3035,5448,3019,46,16
2021-04-09,Lyngby-Taarbæk,M,3031,1553,2988,1541,43,12
2021-04-09,Rødovre,K,3874,2208,3836,2083,38,125
2021-04-09,Rødovre,M,1973,1058,1948,1000,25,58
2021-04-09,Ishøj,K,1881,891,1866,877,15,14
2021-04-09,Ishøj,M,1160,554,1141,549,19,5
2021-04-09,Tårnby,K,3932,2032,3885,1996,47,36
2021-04-09,Tårnby,M,2308,1202,2262,1176,46,26
2021-04-09,Vallensbæk,K,1587,753,1572,751,15,2
2021-04-09,Vallensbæk,M,1115,522,1102,519,13,3
2021-04-09,Furesø,K,4142,2325,4088,2310,54,15
2021-04-09,Furesø,M,2469,1304,2409,1283,60,21
2021-04-09,Allerød,K,2484,1314,2463,1293,21,21
2021-04-09,Allerød,M,1522,823,1500,812,22,11
2021-04-09,Fredensborg,K,3976,2180,3922,2172,54,8
2021-04-09,Fredensborg,M,2495,1289,2448,1281,47,8
2021-04-09,Helsingør,K,6586,3346,6494,3285,92,61
2021-04-09,Helsingør,M,3932,2039,3859,2009,73,30
2021-04-09,Hillerød,K,5439,2776,5394,2743,45,33
2021-04-09,Hillerød,M,3165,1632,3118,1611,47,21
2021-04-09,Hørsholm,K,2765,1556,2714,1541,51,15
2021-04-09,Hørsholm,M,1768,948,1724,930,44,18
2021-04-09,Rudersdal,K,5841,3117,5753,3099,88,18
2021-04-09,Rudersdal,M,3648,1855,3570,1836,78,19
2021-04-09,Egedal,K,3898,1784,3833,1781,65,3
2021-04-09,Egedal,M,2332,985,2265,980,67,5
2021-04-09,Frederikssund,K,4930,2390,4883,2378,47,12
2021-04-09,Frederikssund,M,3061,1407,2997,1396,64,11
2021-04-09,Greve,K,4358,2221,4223,2171,135,50
2021-04-09,Greve,M,2730,1444,2622,1406,108,38
2021-04-09,Køge,K,5322,2756,5214,2662,108,94
2021-04-09,Køge,M,3260,1701,3181,1640,79,61
2021-04-09,Halsnæs,K,3466,1679,3422,1555,44,124
2021-04-09,Halsnæs,M,2259,1101,2216,1000,43,101
2021-04-09,Roskilde,K,8268,4238,8131,4145,137,93
2021-04-09,Roskilde,M,4953,2589,4859,2490,94,99
2021-04-09,Solrød,K,1912,995,1868,980,44,15
2021-04-09,Solrød,M,1196,654,1165,637,31,17
2021-04-09,Gribskov,K,4220,2037,4170,2027,50,10
2021-04-09,Gribskov,M,2936,1394,2894,1383,42,11
2021-04-09,Odsherred,K,3441,1563,3363,1517,78,46
2021-04-09,Odsherred,M,2417,1162,2321,1111,96,51
2021-04-09,Holbæk,K,7052,3364,6965,3248,87,116
2021-04-09,Holbæk,M,4204,2050,4141,1966,63,84
2021-04-09,Faxe,K,3135,1586,3123,1573,12,13
2021-04-09,Faxe,M,1959,1079,1943,1063,16,16
2021-04-09,Kalundborg,K,4569,2038,4543,2004,26,34
2021-04-09,Kalundborg,M,2914,1417,2893,1371,21,46
2021-04-09,Ringsted,K,2828,1384,2802,1321,26,63
2021-04-09,Ringsted,M,1637,817,1621,762,16,55
2021-04-09,Slagelse,K,8513,3663,8416,3513,97,150
2021-04-09,Slagelse,M,5045,2156,4987,2010,58,146
2021-04-09,Stevns,K,2160,1142,2150,1107,10,35
2021-04-09,Stevns,M,1414,787,1399,742,15,45
2021-04-09,Sorø,K,3083,1368,3053,1264,30,104
2021-04-09,Sorø,M,1862,918,1847,815,15,103
2021-04-09,Lejre,K,2599,1347,2569,1321,30,26
2021-04-09,Lejre,M,1659,864,1636,845,23,19
2021-04-09,Lolland,K,3918,1926,3851,1787,67,139
2021-04-09,Lolland,M,2788,1388,2720,1277,68,111
2021-04-09,Næstved,K,8027,3984,8012,3972,15,12
2021-04-09,Næstved,M,4821,2392,4809,2381,12,11
2021-04-09,Guldborgsund,K,6703,3064,6577,3037,126,27
2021-04-09,Guldborgsund,M,4413,2067,4301,2042,112,25
2021-04-09,Vordingborg,K,4393,2010,4364,2006,29,4
2021-04-09,Vordingborg,M,2984,1440,2941,1439,43,1
2021-04-09,Bornholm,K,4704,2181,4611,2106,93,75
2021-04-09,Bornholm,M,2998,1280,2918,1222,80,58
2021-04-09,Middelfart,K,3710,2175,3697,2165,13,10
2021-04-09,Middelfart,M,2334,1437,2322,1428,12,9
2021-04-09,Assens,K,3595,1903,3566,1862,29,41
2021-04-09,Assens,M,2034,1140,2000,1119,34,21
