"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,87808,44659,590407
Midtjylland,192751,99670,1333543
Syddanmark,170048,96229,1224220
Hovedstaden,254127,127673,1855952
Sjælland,130537,63574,839678
