"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,380744,234271,64.5,39.7,590499
Midtjylland,830093,516114,62.1,38.6,1335790
Syddanmark,755571,491784,61.7,40.1,1225088
Hovedstaden,1166698,730919,62.8,39.3,1857929
Sjælland,562836,376355,66.9,44.7,841857
