"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,380744,234271,590499
Midtjylland,830093,516114,1335790
Syddanmark,755571,491784,1225088
Hovedstaden,1166698,730919,1857929
Sjælland,562836,376355,841857
