"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,373003,189319,639079
Frederiksberg,67497,39747,102847
Ballerup,31310,21236,49098
Brøndby,20649,14626,35506
Dragør,9931,7159,14608
Gentofte,49979,34457,74262
Gladsaxe,43267,27512,68895
Glostrup,14552,9740,23529
Herlev,18072,12107,28813
Albertslund,15882,10822,27098
Hvidovre,32619,21361,53225
Høje-Taastrup,30577,20646,52480
Lyngby-Taarbæk,38593,24719,57042
Rødovre,25022,16455,41185
Ishøj,12280,8528,23048
Tårnby,27081,17946,42641
Vallensbæk,9858,6819,16536
Furesø,27191,18907,41218
Allerød,17811,12280,25933
Fredensborg,27053,19303,41037
Helsingør,41913,30472,63159
Hillerød,35288,23713,52230
Hørsholm,17711,12973,24795
Rudersdal,39344,26770,57262
Egedal,29393,19811,44091
Frederikssund,32019,22850,45815
Greve,32192,20618,50678
Køge,40149,25315,61642
Frederiksværk-Hundested,21899,16120,31458
Roskilde,58931,37529,88973
Solrød,15504,9452,23550
Gribskov,28826,21645,41191
Odsherred,23856,16845,32974
Holbæk,48316,32337,72537
Faxe,25017,15867,36978
Kalundborg,32989,22499,48436
Ringsted,22551,13122,35033
Slagelse,51810,36649,79563
Stevns,16046,10480,23263
Sorø,20357,13928,30032
Lejre,19482,12605,28544
Lolland,27806,20186,40329
Næstved,55033,36614,83486
Guldborgsund,41178,30371,60450
Vordingborg,31619,21938,45389
Bornholm,28078,22876,39848
Middelfart,26184,17145,39450
Assens,26231,18055,40821
Faaborg-Midtfyn,33664,22924,51819
Kerteminde,15668,11005,23930
Nyborg,20751,13759,32063
Odense,117481,75992,204801
Svendborg,38747,26472,58916
Nordfyns,18614,12962,29602
Langeland,8749,6551,12355
Ærø,4459,3157,6014
Haderslev,33765,19092,55431
Billund,16929,10226,26572
Sønderborg,48013,29915,73723
Tønder,22576,13115,36987
Esbjerg,70084,51909,115502
Fanø,2478,1876,3442
Varde,30885,23091,49733
Vejen,25909,15857,42804
Aabenraa,37069,22518,58495
Fredericia,32834,20367,51489
Horsens,57147,34060,93149
Kolding,54775,32621,93051
Vejle,69706,43175,118088
Herning,53781,35044,89348
Holstebro,35829,23409,58616
Lemvig,13068,9083,19504
Struer,13877,9540,20817
Syddjurs,28874,19212,43435
Norddjurs,24469,16526,36958
Favrskov,30955,18066,48680
Odder,15802,10032,23099
Randers,61498,37677,98624
Silkeborg,59317,37720,96518
Samsø,2772,2202,3717
Skanderborg,41351,24066,63832
Århus,209463,120304,352547
Ikast-Brande,25271,16347,41811
Ringkøbing-Skjern,35242,24019,56212
Hedensted,30899,19132,47021
Morsø,13541,8977,20067
Skive,29656,20740,45210
Thisted,28529,18040,43129
Viborg,60822,38935,96692
Brønderslev-Dronninglund,23394,14237,36195
Frederikshavn,41788,26850,58992
Vesthimmerlands,23945,15532,36345
Læsø,1428,1390,1782
Rebild,19167,11395,30601
Mariagerfjord,27710,17457,41548
Jammerbugt,25337,15583,38178
Ålborg,132764,78367,219631
Hjørring,43141,26443,64031
