"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;25927;5;297942;8.7;0.0
0-9;M;27651;7;314613;8.8;0.0
10-19;K;246746;211474;330222;74.7;64.0
10-19;M;257264;219313;346616;74.2;63.3
20-29;K;316761;304007;383076;82.7;79.4
20-29;M;322525;308114;399325;80.8;77.2
30-39;K;295871;284279;349738;84.6;81.3
30-39;M;295996;285216;363585;81.4;78.4
40-49;K;336460;331588;368220;91.4;90.1
40-49;M;328155;322807;368614;89.0;87.6
50-59;K;376778;373892;401095;93.9;93.2
50-59;M;378027;374904;404901;93.4;92.6
60-69;K;327907;326557;341971;95.9;95.5
60-69;M;318001;316601;331718;95.9;95.4
70-79;K;297067;296354;305389;97.3;97.0
70-79;M;268601;267958;275759;97.4;97.2
80-89;K;137134;136708;141280;97.1;96.8
80-89;M;102201;101932;104748;97.6;97.3
90+;K;30690;30517;32148;95.5;94.9
90+;M;13091;13038;13519;96.8;96.4
