"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;493372;473058;645076
Frederiksberg;84665;81411;103790
Ballerup;37697;36266;49206
Brøndby;25047;24017;35639
Dragør;11820;11337;14625
Gentofte;60272;57451;74236
Gladsaxe;53475;51172;69287
Glostrup;17722;17034;23485
Herlev;21914;20975;28853
Albertslund;19936;18883;27567
Hvidovre;40004;38264;53271
Høje-Taastrup;38335;36451;52911
Lyngby-Taarbæk;46992;44886;57890
Rødovre;31016;29686;41415
Ishøj;15670;14896;23201
Tårnby;33118;31648;42723
Vallensbæk;12160;11544;16489
Furesø;32911;31436;41413
Allerød;21217;20379;25874
Fredensborg;32340;31161;41157
Helsingør;50424;48455;62976
Hillerød;42541;40984;53237
Hørsholm;20557;19871;24756
Rudersdal;46900;44948;57298
Egedal;35816;34315;44372
Frederikssund;37486;36232;45770
Greve;39535;37895;50812
Køge;48955;47218;61739
Frederiksværk-Hundested;25272;24518;31330
Roskilde;72908;70045;89454
Solrød;18829;18127;23760
Gribskov;33201;32236;41135
Odsherred;27089;26266;32883
Holbæk;59069;56639;72817
Faxe;29588;28505;37157
Kalundborg;38805;37399;48435
Ringsted;27264;26120;35109
Slagelse;63097;60600;79657
Stevns;18933;18263;23480
Sorø;24348;23427;29985
Lejre;23068;22140;28626
Lolland;32189;30977;40118
Næstved;67373;64654;83755
Guldborgsund;48479;46959;60281
Vordingborg;36538;35379;45377
Bornholm;33312;32024;39659
Middelfart;33056;31456;39590
Assens;34019;32633;41008
Faaborg-Midtfyn;42762;41029;51842
Kerteminde;19975;19208;24031
Nyborg;26669;25645;32104
Odense;167551;160910;206094
Svendborg;49008;47067;59185
Nordfyns;24206;23314;29743
Langeland;10318;10035;12310
Ærø;5168;5013;6022
Haderslev;44465;42564;55382
Billund;21519;20575;26630
Sønderborg;59743;57542;73657
Tønder;29127;28057;36860
Esbjerg;92705;88638;115463
Fanø;2891;2799;3426
Varde;39838;38219;49684
Vejen;33943;32160;42636
Aabenraa;46142;44180;58676
Fredericia;41925;39858;51612
Horsens;74622;70824;94410
Kolding;75076;70938;93595
Vejle;95267;90142;118905
Herning;72848;69082;89274
Holstebro;48099;45732;58561
Lemvig;16243;15604;19409
Struer;17441;16664;20790
Syddjurs;35710;34390;43587
Norddjurs;30398;29271;36959
Favrskov;39989;37950;48878
Odder;19284;18638;23281
Randers;80066;76756;98941
Silkeborg;78454;74759;97283
Samsø;3149;3070;3725
Skanderborg;52116;49423;64276
Århus;288634;276182;355475
Ikast-Brande;33477;31728;41912
Ringkøbing-Skjern;45548;43647;56221
Hedensted;38513;36728;47124
Morsø;16554;15946;20047
Skive;37812;36126;45049
Thisted;34991;33888;43094
Viborg;80057;75865;96888
Brønderslev-Dronninglund;29386;28015;36176
Frederikshavn;49089;46799;58868
Vesthimmerlands;29063;28071;36344
Læsø;1489;1455;1770
Rebild;24495;23468;30646
Mariagerfjord;34109;32884;41652
Jammerbugt;31158;29893;38181
Ålborg;180594;173602;221243
Hjørring;52833;50678;63874
