"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;7098;0
Hovedstaden;0-9;M;7479;2
Hovedstaden;10-19;K;73968;64307
Hovedstaden;10-19;M;76293;66001
Hovedstaden;20-29;K;120245;115589
Hovedstaden;20-29;M;113714;108745
Hovedstaden;30-39;K;109194;104967
Hovedstaden;30-39;M;106879;103248
Hovedstaden;40-49;K;112071;110155
Hovedstaden;40-49;M;108837;107000
Hovedstaden;50-59;K;112976;111941
Hovedstaden;50-59;M;112063;110955
Hovedstaden;60-69;K;88950;88497
Hovedstaden;60-69;M;84335;83846
Hovedstaden;70-79;K;82285;82007
Hovedstaden;70-79;M;68498;68281
Hovedstaden;80-89;K;36257;36104
Hovedstaden;80-89;M;23832;23749
Hovedstaden;90+;K;7560;7500
Hovedstaden;90+;M;2658;2644
Midtjylland;0-9;K;7617;2
Midtjylland;0-9;M;8066;0
Midtjylland;10-19;K;65279;55709
Midtjylland;10-19;M;67110;56893
Midtjylland;20-29;K;78526;75691
Midtjylland;20-29;M;80287;77057
Midtjylland;30-39;K;67296;64919
Midtjylland;30-39;M;68263;65992
Midtjylland;40-49;K;77516;76634
Midtjylland;40-49;M;76555;75519
Midtjylland;50-59;K;84336;83806
Midtjylland;50-59;M;84744;84225
Midtjylland;60-69;K;74382;74130
Midtjylland;60-69;M;72879;72639
Midtjylland;70-79;K;63928;63826
Midtjylland;70-79;M;59186;59073
Midtjylland;80-89;K;27697;27618
Midtjylland;80-89;M;20927;20877
Midtjylland;90+;K;5502;5474
Midtjylland;90+;M;2364;2355
Nordjylland;0-9;K;2333;0
Nordjylland;0-9;M;2425;0
Nordjylland;10-19;K;26476;23005
Nordjylland;10-19;M;27883;24113
Nordjylland;20-29;K;30929;29580
Nordjylland;20-29;M;34773;33143
Nordjylland;30-39;K;27401;26408
Nordjylland;30-39;M;28386;27280
Nordjylland;40-49;K;32265;31863
Nordjylland;40-49;M;32408;31918
Nordjylland;50-59;K;38381;38112
Nordjylland;50-59;M;38797;38483
Nordjylland;60-69;K;35785;35642
Nordjylland;60-69;M;35269;35127
Nordjylland;70-79;K;31680;31622
Nordjylland;70-79;M;29809;29747
Nordjylland;80-89;K;14040;14001
Nordjylland;80-89;M;10725;10683
Nordjylland;90+;K;2760;2747
Nordjylland;90+;M;1236;1225
Sjælland;0-9;K;3181;1
Sjælland;0-9;M;3411;1
Sjælland;10-19;K;37824;33332
Sjælland;10-19;M;40147;35143
Sjælland;20-29;K;29650;28202
Sjælland;20-29;M;32480;30794
Sjælland;30-39;K;36731;35220
Sjælland;30-39;M;35548;34104
Sjælland;40-49;K;50375;49632
Sjælland;40-49;M;48185;47397
Sjælland;50-59;K;59849;59377
Sjælland;50-59;M;60022;59536
Sjælland;60-69;K;52802;52573
Sjælland;60-69;M;51341;51108
Sjælland;70-79;K;49434;49327
Sjælland;70-79;M;44992;44901
Sjælland;80-89;K;19964;19893
Sjælland;80-89;M;15050;15013
Sjælland;90+;K;3595;3578
Sjælland;90+;M;1486;1481
Syddanmark;0-9;K;5900;3
Syddanmark;0-9;M;6504;4
Syddanmark;10-19;K;57871;49854
Syddanmark;10-19;M;59692;51048
Syddanmark;20-29;K;55980;53459
Syddanmark;20-29;M;60302;57440
Syddanmark;30-39;K;56477;54113
Syddanmark;30-39;M;56626;54394
Syddanmark;40-49;K;70799;69875
Syddanmark;40-49;M;69132;67947
Syddanmark;50-59;K;81753;81196
Syddanmark;50-59;M;82527;81869
Syddanmark;60-69;K;73499;73240
Syddanmark;60-69;M;72598;72315
Syddanmark;70-79;K;65276;65127
Syddanmark;70-79;M;60181;60033
Syddanmark;80-89;K;29770;29689
Syddanmark;80-89;M;22175;22116
Syddanmark;90+;K;5878;5834
Syddanmark;90+;M;2433;2426
