"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;807;0
Hovedstaden;3-5;M;855;2
Hovedstaden;6-11;K;12119;10
Hovedstaden;6-11;M;12750;7
Hovedstaden;12-15;K;32696;30042
Hovedstaden;12-15;M;34605;31814
Hovedstaden;16-19;K;35440;34255
Hovedstaden;16-19;M;35562;34180
Hovedstaden;20-39;K;229439;220556
Hovedstaden;20-39;M;220593;211993
Hovedstaden;40-64;K;271534;268324
Hovedstaden;40-64;M;266769;263510
Hovedstaden;65-79;K;124748;124276
Hovedstaden;65-79;M;106964;106572
Hovedstaden;80+;K;43817;43604
Hovedstaden;80+;M;26490;26393
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;743;0
Midtjylland;3-5;M;753;0
Midtjylland;6-11;K;13775;1
Midtjylland;6-11;M;14576;0
Midtjylland;12-15;K;28290;26330
Midtjylland;12-15;M;29423;27406
Midtjylland;16-19;K;30085;29379
Midtjylland;16-19;M;30423;29487
Midtjylland;20-39;K;145822;140610
Midtjylland;20-39;M;148550;143049
Midtjylland;40-64;K;199976;198414
Midtjylland;40-64;M;198894;197195
Midtjylland;65-79;K;100186;99982
Midtjylland;65-79;M;94470;94261
Midtjylland;80+;K;33199;33092
Midtjylland;80+;M;23291;23232
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;191;0
Nordjylland;3-5;M;220;0
Nordjylland;6-11;K;4408;0
Nordjylland;6-11;M;4621;1
Nordjylland;12-15;K;11689;10775
Nordjylland;12-15;M;12498;11561
Nordjylland;16-19;K;12521;12230
Nordjylland;16-19;M;12969;12551
Nordjylland;20-39;K;58330;55988
Nordjylland;20-39;M;63159;60423
Nordjylland;40-64;K;89051;88295
Nordjylland;40-64;M;89364;88476
Nordjylland;65-79;K;49060;48944
Nordjylland;65-79;M;46919;46799
Nordjylland;80+;K;16800;16748
Nordjylland;80+;M;11961;11908
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;302;1
Sjælland;3-5;M;331;1
Sjælland;6-11;K;5810;0
Sjælland;6-11;M;6229;4
Sjælland;12-15;K;17106;16042
Sjælland;12-15;M;18027;16822
Sjælland;16-19;K;17787;17290
Sjælland;16-19;M;18971;18317
Sjælland;20-39;K;66381;63422
Sjælland;20-39;M;68028;64898
Sjælland;40-64;K;137400;136048
Sjælland;40-64;M;134848;133415
Sjælland;65-79;K;75060;74861
Sjælland;65-79;M;69692;69527
Sjælland;80+;K;23559;23471
Sjælland;80+;M;16536;16494
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;477;0
Syddanmark;3-5;M;533;0
Syddanmark;6-11;K;11121;6
Syddanmark;6-11;M;12007;11
Syddanmark;12-15;K;25099;23468
Syddanmark;12-15;M;26217;24466
Syddanmark;16-19;K;27072;26382
Syddanmark;16-19;M;27439;26575
Syddanmark;20-39;K;112457;107572
Syddanmark;20-39;M;116928;111834
Syddanmark;40-64;K;190301;188655
Syddanmark;40-64;M;189183;187159
Syddanmark;65-79;K;101026;100783
Syddanmark;65-79;M;95255;95005
Syddanmark;80+;K;35648;35523
Syddanmark;80+;M;24608;24542
