"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-12-17;København;K;253258;243124;72502;252125;242541;61638;1133;583;10864
2021-12-17;København;M;240114;229934;64642;238966;229394;52890;1148;540;11752
2021-12-17;Frederiksberg;K;45177;43531;17792;44946;43467;15372;231;64;2420
2021-12-17;Frederiksberg;M;39488;37880;14126;39271;37807;11730;217;73;2396
2021-12-17;Ballerup;K;19581;18854;7823;19505;18832;6881;76;22;942
2021-12-17;Ballerup;M;18116;17412;5843;18047;17402;4997;69;10;846
2021-12-17;Brøndby;K;13009;12482;5283;12961;12452;4670;48;30;613
2021-12-17;Brøndby;M;12038;11535;4123;11985;11500;3489;53;35;634
2021-12-17;Dragør;K;6114;5874;2922;6095;5863;2483;19;11;439
2021-12-17;Dragør;M;5706;5463;2447;5663;5459;2023;43;4;424
2021-12-17;Gentofte;K;31804;30378;14902;31618;30327;12751;186;51;2151
2021-12-17;Gentofte;M;28468;27073;12139;28244;27005;10053;224;68;2086
2021-12-17;Gladsaxe;K;27254;26125;10703;27106;26090;9344;148;35;1359
2021-12-17;Gladsaxe;M;26221;25047;8331;26077;25005;6883;144;42;1448
2021-12-17;Glostrup;K;9038;8709;3789;8998;8698;3296;40;11;493
2021-12-17;Glostrup;M;8684;8325;2885;8651;8311;2416;33;14;469
2021-12-17;Herlev;K;11412;10971;4940;11360;10949;4316;52;22;624
2021-12-17;Herlev;M;10502;10004;3578;10444;9988;2984;58;16;594
2021-12-17;Albertslund;K;10193;9691;3876;10141;9665;3448;52;26;428
2021-12-17;Albertslund;M;9743;9192;3093;9688;9175;2699;55;17;394
2021-12-17;Hvidovre;K;20510;19667;8090;20421;19649;7098;89;18;992
2021-12-17;Hvidovre;M;19494;18597;6438;19397;18580;5453;97;17;985
2021-12-17;Høje Tåstrup;K;19366;18432;7443;19252;18393;6609;114;39;834
2021-12-17;Høje Tåstrup;M;18969;18019;6009;18838;17970;5120;131;49;889
2021-12-17;Lyngby-Taarbæk;K;24108;23069;10477;23995;23025;8982;113;44;1495
2021-12-17;Lyngby-Taarbæk;M;22884;21817;8296;22741;21768;6848;143;49;1448
2021-12-17;Rødovre;K;16137;15475;6472;16076;15457;5719;61;18;753
2021-12-17;Rødovre;M;14879;14211;4828;14815;14197;4090;64;14;738
2021-12-17;Ishøj;K;7992;7621;3199;7959;7597;2911;33;24;288
2021-12-17;Ishøj;M;7678;7275;2642;7636;7249;2292;42;26;350
2021-12-17;Tårnby;K;17032;16311;6619;16990;16286;5664;42;25;955
2021-12-17;Tårnby;M;16086;15337;5221;16038;15317;4352;48;20;869
2021-12-17;Vallensbæk;K;6176;5878;2541;6142;5873;2273;34;5;268
2021-12-17;Vallensbæk;M;5984;5666;2155;5956;5663;1882;28;3;273
2021-12-17;Furesø;K;17026;16304;7628;16940;16281;6674;86;23;954
2021-12-17;Furesø;M;15885;15132;6010;15799;15116;5118;86;16;892
2021-12-17;Allerød;K;10926;10497;4600;10857;10485;4016;69;12;584
2021-12-17;Allerød;M;10291;9882;3781;10218;9877;3174;73;5;607
2021-12-17;Fredensborg;K;16874;16297;7040;16805;16282;6327;69;15;713
2021-12-17;Fredensborg;M;15466;14864;5660;15392;14852;4961;74;12;699
2021-12-17;Helsingør;K;26366;25379;11370;26258;25339;10089;108;40;1281
2021-12-17;Helsingør;M;24058;23076;8790;23978;23043;7538;80;33;1252
2021-12-17;Hillerød;K;21902;21133;8458;21747;21103;7611;155;30;847
2021-12-17;Hillerød;M;20639;19851;6394;20499;19836;5574;140;15;820
2021-12-17;Hørsholm;K;11034;10687;5369;10986;10682;4858;48;5;511
2021-12-17;Hørsholm;M;9523;9184;4144;9489;9174;3650;34;10;494
2021-12-17;Rudersdal;K;24223;23267;11251;24066;23234;9800;157;33;1451
2021-12-17;Rudersdal;M;22677;21681;9291;22517;21647;7870;160;34;1421
2021-12-17;Egedal;K;18229;17489;7187;18163;17460;6300;66;29;887
2021-12-17;Egedal;M;17587;16826;5792;17465;16795;4844;122;31;948
2021-12-17;Frederikssund;K;19231;18630;8389;19151;18588;7425;80;42;964
2021-12-17;Frederikssund;M;18255;17602;6666;18193;17582;5682;62;20;984
2021-12-17;Greve;K;20268;19462;8466;20167;19429;7519;101;33;947
2021-12-17;Greve;M;19267;18433;6919;19165;18403;5912;102;30;1007
2021-12-17;Køge;K;24928;24107;9284;24821;24076;8308;107;31;976
