"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,67865,34206,11.5,5.8,590418
Midtjylland,142580,72074,10.7,5.4,1333100
Syddanmark,138580,65485,11.3,5.4,1223910
Hovedstaden,194361,95824,10.5,5.2,1856055
Sjælland,93278,48479,11.1,5.8,839256
