"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,51725,23192,8.1,3.6,638843
Frederiksberg,10804,5549,10.5,5.4,103353
Ballerup,5453,2563,11.1,5.2,49095
Brøndby,4014,1955,11.3,5.5,35398
Dragør,1719,898,11.8,6.2,14569
Gentofte,8497,4523,11.4,6.1,74370
Gladsaxe,7818,3888,11.3,5.6,69192
Glostrup,3010,1701,12.8,7.2,23468
Herlev,3559,1745,12.3,6.1,28830
Albertslund,2853,1629,10.5,6.0,27222
Hvidovre,6303,3347,11.8,6.3,53299
Høje Tåstrup,5343,2988,10.2,5.7,52179
Lyngby-Taarbæk,6568,3637,11.5,6.4,56883
Rødovre,4670,2309,11.3,5.6,41225
Ishøj,2134,1109,9.2,4.8,23078
Tårnby,4733,2341,11.1,5.5,42687
Vallensbæk,1878,1017,11.3,6.1,16566
Furesø,4998,2660,12.2,6.5,40938
Allerød,3123,1593,12.1,6.2,25845
Fredensborg,4929,2520,12.0,6.1,41048
Helsingør,7874,4026,12.5,6.4,63013
Hillerød,6861,3371,13.3,6.5,51726
Hørsholm,3359,1876,13.5,7.6,24825
Rudersdal,7190,3724,12.6,6.5,57003
Egedal,4368,2078,10.0,4.8,43709
Frederikssund,5712,2842,12.5,6.2,45557
Greve,5031,2529,10.0,5.0,50527
Køge,6324,3388,10.3,5.5,61513
Halsnæs,4258,1853,13.6,5.9,31419
Roskilde,9996,5111,11.3,5.8,88765
Solrød,2283,1200,9.7,5.1,23473
Gribskov,5390,2481,13.2,6.1,40985
Odsherred,4058,2007,12.3,6.1,32905
Holbæk,8136,4197,11.3,5.8,71979
Faxe,3797,2045,10.3,5.6,36749
Kalundborg,5104,2598,10.5,5.4,48425
Ringsted,3317,1769,9.5,5.1,34962
Slagelse,9144,4597,11.5,5.8,79248
Stevns,2649,1292,11.4,5.6,23198
Sorø,3603,1666,12.0,5.6,29985
Lejre,3211,1588,11.3,5.6,28295
Lolland,4613,2545,11.4,6.3,40409
Næstved,9334,5305,11.2,6.4,83274
Guldborgsund,7590,3973,12.6,6.6,60325
Vordingborg,5088,2669,11.3,5.9,45224
Bornholm,5218,2409,13.1,6.1,39730
Middelfart,5113,2515,13.0,6.4,39260
Assens,4553,1911,11.1,4.7,40850
Faaborg-Midtfyn,5924,2664,11.5,5.2,51635
Kerteminde,2848,1287,12.0,5.4,23825
Nyborg,3869,1517,12.1,4.7,31952
Odense,22549,10011,11.0,4.9,205072
Svendborg,7976,4249,13.6,7.2,58803
Nordfyn,3263,1333,11.0,4.5,29536
Langeland,1783,838,14.4,6.8,12358
Ærø,952,544,15.9,9.1,5990
Haderslev,5846,2557,10.6,4.6,55325
Billund,2618,1414,9.9,5.3,26505
Sønderborg,8360,3355,11.3,4.5,73793
Tønder,3929,1811,10.6,4.9,37024
Esbjerg,13827,7136,12.0,6.2,115534
Fanø,416,220,12.1,6.4,3448
Varde,5839,3211,11.8,6.5,49663
Vejen,4856,2640,11.3,6.2,42785
Aabenraa,5760,2365,9.8,4.0,58581
Fredericia,6133,2997,11.9,5.8,51379
Horsens,9445,4306,10.2,4.7,92581
Kolding,9623,4965,10.3,5.3,93095
Vejle,12543,5945,10.7,5.1,117497
Herning,9900,5396,11.1,6.0,89273
Holstebro,6786,3522,11.6,6.0,58696
Lemvig,2326,1281,11.9,6.5,19560
Struer,2526,1380,12.1,6.6,20824
Syddjurs,4889,2510,11.3,5.8,43265
Norddjurs,4487,2568,12.1,6.9,36985
Favrskov,4819,2502,9.9,5.2,48478
Odder,2847,1492,12.4,6.5,23012
Randers,11126,5588,11.3,5.7,98311
Silkeborg,10304,5328,10.7,5.6,95921
Samsø,696,457,18.9,12.4,3679
Skanderborg,6437,2886,10.1,4.5,63461
Århus,34391,15866,9.8,4.5,352454
Ikast-Brande,4150,2037,10.0,4.9,41542
Ringkøbing-Skjern,6155,3413,11.0,6.1,56146
Hedensted,5050,2510,10.8,5.4,46834
Morsø,2772,1622,13.8,8.1,20076
Skive,5191,2869,11.4,6.3,45421
Thisted,5099,2354,11.8,5.5,43103
Viborg,11055,6163,11.4,6.4,96657
Brønderslev,4223,2222,11.7,6.1,36139
Frederikshavn,6796,3482,11.5,5.9,58968
Vesthimmerland,4532,2363,12.5,6.5,36347
Læsø,401,181,22.6,10.2,1773
Rebild,3144,1621,10.3,5.3,30494
Mariagerfjord,5019,2279,12.1,5.5,41586
Jammerbugt,4020,2067,10.5,5.4,38163
Aalborg,23884,11785,10.9,5.4,219648
Hjørring,7975,4230,12.4,6.6,64121
