"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,67865,34206,590418
Midtjylland,142580,72074,1333100
Syddanmark,138580,65485,1223910
Hovedstaden,194361,95824,1856055
Sjælland,93278,48479,839256
