"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,51725,23192,638843
Frederiksberg,10804,5549,103353
Ballerup,5453,2563,49095
Brøndby,4014,1955,35398
Dragør,1719,898,14569
Gentofte,8497,4523,74370
Gladsaxe,7818,3888,69192
Glostrup,3010,1701,23468
Herlev,3559,1745,28830
Albertslund,2853,1629,27222
Hvidovre,6303,3347,53299
Høje-Taastrup,5343,2988,52179
Lyngby-Taarbæk,6568,3637,56883
Rødovre,4670,2309,41225
Ishøj,2134,1109,23078
Tårnby,4733,2341,42687
Vallensbæk,1878,1017,16566
Furesø,4998,2660,40938
Allerød,3123,1593,25845
Fredensborg,4929,2520,41048
Helsingør,7874,4026,63013
Hillerød,6861,3371,51726
Hørsholm,3359,1876,24825
Rudersdal,7190,3724,57003
Egedal,4368,2078,43709
Frederikssund,5712,2842,45557
Greve,5031,2529,50527
Køge,6324,3388,61513
Frederiksværk-Hundested,4258,1853,31419
Roskilde,9996,5111,88765
Solrød,2283,1200,23473
Gribskov,5390,2481,40985
Odsherred,4058,2007,32905
Holbæk,8136,4197,71979
Faxe,3797,2045,36749
Kalundborg,5104,2598,48425
Ringsted,3317,1769,34962
Slagelse,9144,4597,79248
Stevns,2649,1292,23198
Sorø,3603,1666,29985
Lejre,3211,1588,28295
Lolland,4613,2545,40409
Næstved,9334,5305,83274
Guldborgsund,7590,3973,60325
Vordingborg,5088,2669,45224
Bornholm,5218,2409,39730
Middelfart,5113,2515,39260
Assens,4553,1911,40850
Faaborg-Midtfyn,5924,2664,51635
Kerteminde,2848,1287,23825
Nyborg,3869,1517,31952
Odense,22549,10011,205072
Svendborg,7976,4249,58803
Nordfyns,3263,1333,29536
Langeland,1783,838,12358
Ærø,952,544,5990
Haderslev,5846,2557,55325
Billund,2618,1414,26505
Sønderborg,8360,3355,73793
Tønder,3929,1811,37024
Esbjerg,13827,7136,115534
Fanø,416,220,3448
Varde,5839,3211,49663
Vejen,4856,2640,42785
Aabenraa,5760,2365,58581
Fredericia,6133,2997,51379
Horsens,9445,4306,92581
Kolding,9623,4965,93095
Vejle,12543,5945,117497
Herning,9900,5396,89273
Holstebro,6786,3522,58696
Lemvig,2326,1281,19560
Struer,2526,1380,20824
Syddjurs,4889,2510,43265
Norddjurs,4487,2568,36985
Favrskov,4819,2502,48478
Odder,2847,1492,23012
Randers,11126,5588,98311
Silkeborg,10304,5328,95921
Samsø,696,457,3679
Skanderborg,6437,2886,63461
Århus,34391,15866,352454
Ikast-Brande,4150,2037,41542
Ringkøbing-Skjern,6155,3413,56146
Hedensted,5050,2510,46834
Morsø,2772,1622,20076
Skive,5191,2869,45421
Thisted,5099,2354,43103
Viborg,11055,6163,96657
Brønderslev-Dronninglund,4223,2222,36139
Frederikshavn,6796,3482,58968
Vesthimmerlands,4532,2363,36347
Læsø,401,181,1773
Rebild,3144,1621,30494
Mariagerfjord,5019,2279,41586
Jammerbugt,4020,2067,38163
Ålborg,23884,11785,219648
Hjørring,7975,4230,64121
