"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,269284,158151,45.6,26.8,590273
Midtjylland,595533,331009,44.6,24.8,1335037
Syddanmark,567319,317963,46.3,26.0,1224762
Hovedstaden,862420,464338,46.4,25.0,1857393
Sjælland,431003,230327,51.3,27.4,840979
