"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-04,Nationalt,1,5848444,0.00,1
2021-01-09,Nationalt,1,5848444,0.00,2
2021-01-13,Nationalt,1,5848444,0.00,3
2021-01-15,Nationalt,5,5848444,0.00,8
2021-01-16,Nationalt,8,5848444,0.00,16
2021-01-17,Nationalt,688,5848444,0.01,704
2021-01-18,Nationalt,2092,5848444,0.05,2796
2021-01-19,Nationalt,2030,5848444,0.08,4826
2021-01-20,Nationalt,1838,5848444,0.11,6664
2021-01-21,Nationalt,2303,5848444,0.15,8967
2021-01-22,Nationalt,5611,5848444,0.25,14578
2021-01-23,Nationalt,7010,5848444,0.37,21588
2021-01-24,Nationalt,6402,5848444,0.48,27990
2021-01-25,Nationalt,2447,5848444,0.52,30437
2021-01-26,Nationalt,1709,5848444,0.55,32146
2021-01-27,Nationalt,4316,5848444,0.62,36462
2021-01-28,Nationalt,8076,5848444,0.76,44538
2021-01-29,Nationalt,18105,5848444,1.07,62643
2021-01-30,Nationalt,12734,5848444,1.29,75377
2021-01-31,Nationalt,12044,5848444,1.49,87421
2021-02-01,Nationalt,7806,5848444,1.63,95227
2021-02-02,Nationalt,2992,5848444,1.68,98219
2021-02-03,Nationalt,6143,5848444,1.78,104362
2021-02-04,Nationalt,10847,5848444,1.97,115209
2021-02-05,Nationalt,13311,5848444,2.20,128520
2021-02-06,Nationalt,6729,5848444,2.31,135249
2021-02-07,Nationalt,3619,5848444,2.37,138868
2021-02-08,Nationalt,6992,5848444,2.49,145860
2021-02-09,Nationalt,4852,5848444,2.58,150712
2021-02-10,Nationalt,3882,5848444,2.64,154594
2021-02-11,Nationalt,2452,5848444,2.69,157046
2021-02-12,Nationalt,7618,5848444,2.82,164664
2021-02-13,Nationalt,967,5848444,2.83,165631
2021-02-14,Nationalt,625,5848444,2.84,166256
2021-02-15,Nationalt,3130,5848444,2.90,169386
2021-02-16,Nationalt,1335,5848444,2.92,170721
2021-02-17,Nationalt,427,5848444,2.93,171148
