"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,233585,118565,36.6,18.6,638965
Frederiksberg,47470,26210,46.1,25.4,103024
Ballerup,24632,13342,50.2,27.2,49041
Brøndby,16648,9332,47.0,26.3,35450
Dragør,8430,4574,57.8,31.4,14582
Gentofte,40546,21093,54.6,28.4,74270
Gladsaxe,32550,17248,47.2,25.0,68910
Glostrup,11292,6202,48.1,26.4,23500
Herlev,13983,7878,48.5,27.3,28812
Albertslund,12510,6880,46.1,25.3,27143
Hvidovre,25218,13702,47.3,25.7,53269
Høje Tåstrup,23793,12853,45.4,24.5,52393
Lyngby-Taarbæk,29221,15483,51.2,27.1,57073
Rødovre,19290,10522,46.8,25.5,41210
Ishøj,9797,5371,42.5,23.3,23065
Tårnby,21710,11384,50.8,26.7,42695
Vallensbæk,7865,4346,47.5,26.2,16571
Furesø,22004,11937,53.5,29.0,41149
Allerød,14447,7417,55.7,28.6,25931
Fredensborg,21894,12645,53.4,30.8,41026
Helsingør,33779,20371,53.5,32.3,63128
Hillerød,27596,14888,53.1,28.6,51977
Hørsholm,14737,8611,59.4,34.7,24802
Rudersdal,31356,16922,54.9,29.6,57111
Egedal,23492,11620,53.3,26.4,44061
Frederikssund,26410,14833,57.7,32.4,45756
Greve,23745,12895,46.9,25.4,50683
Køge,29503,15194,47.9,24.7,61614
Halsnæs,18184,11239,57.8,35.7,31473
Roskilde,43301,22292,48.7,25.1,88890
Solrød,11006,5689,46.9,24.2,23467
Gribskov,24379,14568,59.2,35.3,41212
Odsherred,19395,11313,58.9,34.3,32947
Holbæk,38222,19610,52.8,27.1,72346
Faxe,18106,9588,49.0,26.0,36934
Kalundborg,25448,13648,52.6,28.2,48395
Ringsted,15689,7754,44.8,22.1,35034
Slagelse,41221,22384,51.8,28.1,79522
Stevns,11775,6509,50.6,28.0,23274
Sorø,15865,8306,53.0,27.7,29938
Lejre,14861,7838,52.2,27.6,28444
Lolland,22633,12317,56.1,30.5,40333
Næstved,41299,22321,49.5,26.8,83439
Guldborgsund,34428,18931,57.0,31.3,60429
Vordingborg,24506,13738,54.1,30.3,45290
Bornholm,25602,14302,64.3,35.9,39794
Middelfart,19268,11243,48.9,28.5,39402
Assens,20205,11679,49.5,28.6,40839
Faaborg-Midtfyn,25489,15111,49.3,29.2,51723
Kerteminde,12168,7195,51.0,30.1,23868
Nyborg,15279,9146,47.7,28.5,32047
Odense,83860,51264,40.9,25.0,204899
Svendborg,29287,18119,49.8,30.8,58867
Nordfyn,14424,8406,48.8,28.4,29578
Langeland,7100,4499,57.5,36.4,12351
Ærø,3581,2255,59.6,37.6,6004
Haderslev,24675,13059,44.5,23.6,55423
Billund,12064,6521,45.4,24.6,26551
Sønderborg,37951,18307,51.5,24.8,73735
Tønder,17230,8820,46.6,23.8,37008
Esbjerg,58308,30411,50.5,26.3,115515
Fanø,2182,1295,63.3,37.6,3448
Varde,26104,13601,52.5,27.4,49713
Vejen,18619,10308,43.5,24.1,42812
Aabenraa,28390,13552,48.5,23.1,58553
Fredericia,22816,13338,44.3,25.9,51457
Horsens,39220,21604,42.2,23.2,93027
Kolding,38266,21442,41.1,23.0,93051
Vejle,50053,28392,42.4,24.1,117918
Herning,40275,22793,45.1,25.5,89350
Holstebro,27132,15557,46.3,26.5,58626
Lemvig,10590,5943,54.3,30.5,19517
Struer,11103,6360,53.3,30.5,20821
Syddjurs,22385,12541,51.5,28.9,43457
Norddjurs,18885,11093,51.1,30.0,36987
Favrskov,22232,11703,45.7,24.1,48612
Odder,11800,6469,51.2,28.1,23043
Randers,43974,24675,44.7,25.1,98474
Silkeborg,43860,24216,45.6,25.2,96272
Samsø,2329,1470,63.0,39.8,3695
Skanderborg,29308,14789,46.0,23.2,63742
Århus,134777,73934,38.2,21.0,352507
Ikast-Brande,18949,10452,45.4,25.1,41724
Ringkøbing-Skjern,28236,15272,50.2,27.1,56296
Hedensted,21907,12069,46.7,25.7,46953
Morsø,10341,6008,51.5,29.9,20080
Skive,23234,13533,51.3,29.9,45278
Thisted,21855,12450,50.7,28.9,43116
Viborg,45337,26536,46.9,27.5,96656
Brønderslev,16540,9448,45.8,26.2,36092
Frederikshavn,31461,18322,53.3,31.1,58972
Vesthimmerland,18345,10761,50.4,29.6,36370
Læsø,1411,836,79.4,47.0,1778
Rebild,13498,7620,44.2,25.0,30535
Mariagerfjord,20671,11593,49.8,27.9,41515
Jammerbugt,17890,10182,46.8,26.7,38199
Aalborg,86632,51939,39.5,23.7,219561
Hjørring,30640,18992,47.8,29.6,64055
