Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.583.846; 135.348;   7.592;   1.338
Sjælland; 663.743;  38.742;   2.614;     405
Syddanmark; 990.130;  40.383;   1.844;     222
Midtjylland;1.081.215;  50.344;   2.266;     357
Nordjylland; 503.238;  21.043;     987;     187
