"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-11-12;København;K;243592;237536;19693;243332;237370;19091;260;166;602
2021-11-12;København;M;231051;225232;15947;230833;225093;15515;218;139;432
2021-11-12;Frederiksberg;K;43576;42751;4392;43533;42725;4246;43;26;146
2021-11-12;Frederiksberg;M;38043;37287;3285;38029;37279;3177;14;8;108
2021-11-12;Ballerup;K;18930;18550;2430;18919;18545;2362;11;5;68
2021-11-12;Ballerup;M;17515;17167;1468;17502;17156;1425;13;11;43
2021-11-12;Brøndby;K;12549;12233;1642;12542;12227;1606;7;6;36
2021-11-12;Brøndby;M;11593;11296;1004;11589;11296;969;4;0;35
2021-11-12;Dragør;K;5870;5772;744;5866;5769;738;4;3;6
2021-11-12;Dragør;M;5465;5367;528;5461;5365;523;4;2;5
2021-11-12;Gentofte;K;30376;29831;3873;30334;29814;3723;42;17;150
2021-11-12;Gentofte;M;27129;26629;2404;27110;26617;2330;19;12;74
2021-11-12;Gladsaxe;K;26225;25721;3400;26200;25707;3288;25;14;112
2021-11-12;Gladsaxe;M;25166;24679;1828;25133;24661;1777;33;18;51
2021-11-12;Glostrup;K;8770;8597;1340;8766;8595;1315;4;2;25
2021-11-12;Glostrup;M;8361;8180;752;8355;8179;741;6;1;11
2021-11-12;Herlev;K;11012;10790;1616;11004;10781;1571;8;9;45
2021-11-12;Herlev;M;10073;9849;815;10062;9846;792;11;3;23
2021-11-12;Albertslund;K;9744;9460;1214;9737;9456;1186;7;4;28
2021-11-12;Albertslund;M;9299;8985;797;9292;8985;777;7;0;20
2021-11-12;Hvidovre;K;19774;19330;2361;19764;19323;2294;10;7;67
2021-11-12;Hvidovre;M;18718;18325;1443;18705;18317;1395;13;8;48
2021-11-12;Høje Tåstrup;K;18479;18026;2384;18462;18017;2293;17;9;91
2021-11-12;Høje Tåstrup;M;18063;17583;1566;18041;17575;1502;22;8;64
2021-11-12;Lyngby-Taarbæk;K;23075;22680;2998;23046;22666;2810;29;14;188
2021-11-12;Lyngby-Taarbæk;M;21805;21414;1761;21769;21394;1670;36;20;91
2021-11-12;Rødovre;K;15514;15200;2044;15496;15185;1968;18;15;76
2021-11-12;Rødovre;M;14254;13921;1078;14221;13914;1027;33;7;51
2021-11-12;Ishøj;K;7671;7418;851;7665;7414;834;6;4;17
2021-11-12;Ishøj;M;7336;7103;554;7335;7102;541;1;1;13
2021-11-12;Tårnby;K;16330;16053;1792;16326;16046;1770;4;7;22
2021-11-12;Tårnby;M;15415;15092;1076;15407;15091;1067;8;1;9
2021-11-12;Vallensbæk;K;5919;5762;871;5906;5758;821;13;4;50
2021-11-12;Vallensbæk;M;5733;5582;630;5720;5579;606;13;3;24
2021-11-12;Furesø;K;16317;16078;2382;16305;16076;2281;12;2;101
2021-11-12;Furesø;M;15160;14911;1424;15139;14907;1362;21;4;62
2021-11-12;Allerød;K;10471;10357;1325;10468;10355;1289;3;2;36
2021-11-12;Allerød;M;9881;9775;879;9877;9772;844;4;3;35
2021-11-12;Fredensborg;K;16312;16055;2050;16298;16053;1960;14;2;90
2021-11-12;Fredensborg;M;14898;14636;1253;14885;14633;1203;13;3;50
2021-11-12;Helsingør;K;25392;24948;2953;25387;24939;2890;5;9;63
