"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-2;K;7;2;90605;0.0;0.0
0-2;M;1;0;95560;0.0;0.0
3-5;K;4;1;91057;0.0;0.0
3-5;M;4;2;96211;0.0;0.0
6-11;K;15;5;179554;0.0;0.0
6-11;M;16;6;188970;0.0;0.0
12-15;K;94658;87473;132618;71.4;66.0
12-15;M;100004;92510;139935;71.5;66.1
16-19;K;116941;114609;134355;87.0;85.3
16-19;M;119848;116507;140393;85.4;83.0
20-39;K;587218;565474;731719;80.3;77.3
20-39;M;595100;573288;761380;78.2;75.3
40-64;K;874861;866831;946634;92.4;91.6
40-64;M;864154;856024;948051;91.2;90.3
65-79;K;454731;453675;469985;96.8;96.5
65-79;M;419181;418209;433010;96.8;96.6
80+;K;167289;166743;173309;96.5;96.2
80+;M;114890;114620;118125;97.3;97.0
