"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;474643;462768;644512
Frederiksberg;81619;80038;103888
Ballerup;36445;35717;49209
Brøndby;24142;23529;35529
Dragør;11335;11139;14609
Gentofte;57505;56460;74225
Gladsaxe;51391;50400;69247
Glostrup;17131;16777;23481
Herlev;21085;20639;28861
Albertslund;19043;18445;27479
Hvidovre;38492;37655;53283
Høje-Taastrup;36542;35609;52804
Lyngby-Taarbæk;44880;44094;57843
Rødovre;29768;29121;41299
Ishøj;15007;14521;23175
Tårnby;31745;31145;42674
Vallensbæk;11652;11344;16531
Furesø;31477;30989;41377
Allerød;20352;20132;25874
Fredensborg;31210;30691;41139
Helsingør;48528;47665;63022
Hillerød;40902;40252;53066
Hørsholm;19872;19598;24785
Rudersdal;44937;44253;57306
Egedal;34352;33800;44341
Frederikssund;36280;35694;45762
Greve;37852;37140;50757
Køge;47197;46351;61734
Frederiksværk-Hundested;24611;24190;31342
Roskilde;69929;68813;89406
Solrød;18041;17739;23695
Gribskov;32218;31696;41074
Odsherred;26278;25901;32893
Holbæk;56663;55636;72737
Faxe;28406;27932;37063
Kalundborg;37426;36802;48453
Ringsted;26103;25681;35114
Slagelse;60631;59502;79651
Stevns;18235;17981;23425
Sorø;23389;23031;29984
Lejre;22108;21755;28605
Lolland;31021;30495;40178
Næstved;64526;63419;83672
Guldborgsund;46965;46150;60301
Vordingborg;35394;34807;45382
Bornholm;32126;31598;39696
Middelfart;31446;31015;39555
Assens;32669;32159;40937
Faaborg-Midtfyn;41059;40401;51834
Kerteminde;19211;18930;24000
Nyborg;25620;25261;32066
Odense;160976;157965;206148
Svendborg;47074;46282;59172
Nordfyns;23299;22911;29715
Langeland;10044;9917;12327
Ærø;5018;4968;6025
Haderslev;42502;41670;55359
Billund;20526;20167;26615
Sønderborg;57607;56681;73641
Tønder;28094;27594;36862
Esbjerg;88956;87393;115473
Fanø;2815;2782;3432
Varde;38243;37609;49657
Vejen;32130;31548;42670
Aabenraa;44119;43300;58618
Fredericia;39794;39172;51593
Horsens;70659;69236;94162
Kolding;70810;69407;93450
Vejle;90101;88259;118625
Herning;69037;67797;89231
Holstebro;45715;44867;58542
Lemvig;15585;15366;19382
Struer;16676;16402;20786
Syddjurs;34503;34075;43647
Norddjurs;29324;28935;36990
Favrskov;37873;37320;48797
Odder;18637;18391;23254
Randers;76786;75375;98878
Silkeborg;74628;73375;97117
Samsø;3102;3050;3727
Skanderborg;49290;48612;64167
Århus;276641;271132;355402
Ikast-Brande;31675;31105;41914
Ringkøbing-Skjern;43589;42870;56199
Hedensted;36664;36012;47078
Morsø;15936;15714;20083
Skive;36134;35615;45086
Thisted;33864;33348;43131
Viborg;75744;74580;96844
Brønderslev-Dronninglund;28106;27621;36170
Frederikshavn;46949;46322;58901
Vesthimmerlands;28025;27618;36356
Læsø;1465;1448;1776
Rebild;23404;23031;30612
Mariagerfjord;32948;32427;41661
Jammerbugt;29860;29395;38198
Ålborg;173823;170511;221237
Hjørring;50713;49944;63886
