"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-2;K;8;2;90606;0.0;0.0
0-2;M;1;0;95560;0.0;0.0
3-5;K;3;1;91056;0.0;0.0
3-5;M;4;2;96211;0.0;0.0
6-11;K;19;8;179558;0.0;0.0
6-11;M;21;10;188975;0.0;0.0
12-15;K;104210;96931;142170;73.3;68.2
12-15;M;109713;102093;149644;73.3;68.2
16-19;K;119562;117156;136976;87.3;85.5
16-19;M;121667;118222;142212;85.6;83.1
20-39;K;587227;565560;731728;80.3;77.3
20-39;M;594019;572344;760299;78.1;75.3
40-64;K;880489;872512;952262;92.5;91.6
40-64;M;870368;862307;954265;91.2;90.4
65-79;K;449926;448895;465180;96.7;96.5
65-79;M;413437;412480;427266;96.8;96.5
80+;K;154280;153748;160300;96.2;95.9
80+;M;103968;103708;107203;97.0;96.7
