"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;465093;457379;44291;78.6;77.3;7.5;592011
Midtjylland;1042262;1024115;106321;77.7;76.4;7.9;1341203
Syddanmark;952113;935391;94464;77.5;76.2;7.7;1227774
Hovedstaden;1399290;1369959;134881;74.9;73.4;7.2;1867433
Sjælland;650164;639135;70151;77.1;75.8;8.3;843050
