"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;499664;490994;378289;84.4;83.0;63.9;591756
Midtjylland;1123979;1104961;845563;83.7;82.3;63.0;1343227
Syddanmark;1024640;1007848;772377;83.4;82.0;62.9;1228787
Hovedstaden;1501500;1469691;1095802;80.3;78.6;58.6;1869666
Sjælland;695485;683757;527722;82.4;81.0;62.5;843831
