"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5877267;0.00;1
2021-01-04;Nationalt;1;5877267;0.00;2
2021-01-05;Nationalt;1;5877267;0.00;3
2021-01-07;Nationalt;2;5877267;0.00;5
2021-01-08;Nationalt;1;5877267;0.00;6
2021-01-09;Nationalt;2;5877267;0.00;8
2021-01-11;Nationalt;1;5877267;0.00;9
2021-01-12;Nationalt;2;5877267;0.00;11
2021-01-13;Nationalt;5;5877267;0.00;16
2021-01-14;Nationalt;1;5877267;0.00;17
2021-01-15;Nationalt;5;5877267;0.00;22
2021-01-16;Nationalt;10;5877267;0.00;32
2021-01-17;Nationalt;623;5877267;0.01;655
2021-01-18;Nationalt;1914;5877267;0.04;2569
2021-01-19;Nationalt;1847;5877267;0.08;4416
2021-01-20;Nationalt;1686;5877267;0.10;6102
2021-01-21;Nationalt;2109;5877267;0.14;8211
2021-01-22;Nationalt;5165;5877267;0.23;13376
2021-01-23;Nationalt;6296;5877267;0.33;19672
2021-01-24;Nationalt;5691;5877267;0.43;25363
2021-01-25;Nationalt;2240;5877267;0.47;27603
2021-01-26;Nationalt;1586;5877267;0.50;29189
2021-01-27;Nationalt;4015;5877267;0.56;33204
2021-01-28;Nationalt;7712;5877267;0.70;40916
2021-01-29;Nationalt;16916;5877267;0.98;57832
2021-01-30;Nationalt;11657;5877267;1.18;69489
2021-01-31;Nationalt;10967;5877267;1.37;80456
2021-02-01;Nationalt;7408;5877267;1.49;87864
2021-02-02;Nationalt;2835;5877267;1.54;90699
2021-02-03;Nationalt;5873;5877267;1.64;96572
2021-02-04;Nationalt;10307;5877267;1.82;106879
2021-02-05;Nationalt;12532;5877267;2.03;119411
2021-02-06;Nationalt;6323;5877267;2.14;125734
2021-02-07;Nationalt;3385;5877267;2.20;129119
2021-02-08;Nationalt;6655;5877267;2.31;135774
2021-02-09;Nationalt;4593;5877267;2.39;140367
2021-02-10;Nationalt;3707;5877267;2.45;144074
2021-02-11;Nationalt;2349;5877267;2.49;146423
2021-02-12;Nationalt;7492;5877267;2.62;153915
2021-02-13;Nationalt;906;5877267;2.63;154821
2021-02-14;Nationalt;594;5877267;2.64;155415
2021-02-15;Nationalt;3066;5877267;2.70;158481
2021-02-16;Nationalt;1286;5877267;2.72;159767
2021-02-17;Nationalt;404;5877267;2.73;160171
2021-02-18;Nationalt;320;5877267;2.73;160491
2021-02-19;Nationalt;934;5877267;2.75;161425
2021-02-20;Nationalt;552;5877267;2.76;161977
2021-02-21;Nationalt;343;5877267;2.76;162320
2021-02-22;Nationalt;1073;5877267;2.78;163393
2021-02-23;Nationalt;1865;5877267;2.81;165258
2021-02-24;Nationalt;1808;5877267;2.84;167066
2021-02-25;Nationalt;600;5877267;2.85;167666
2021-02-26;Nationalt;996;5877267;2.87;168662
2021-02-27;Nationalt;1326;5877267;2.89;169988
2021-02-28;Nationalt;1288;5877267;2.91;171276
2021-03-01;Nationalt;1023;5877267;2.93;172299
2021-03-02;Nationalt;1233;5877267;2.95;173532
2021-03-03;Nationalt;980;5877267;2.97;174512
2021-03-04;Nationalt;1759;5877267;3.00;176271
2021-03-05;Nationalt;5463;5877267;3.09;181734
2021-03-06;Nationalt;3776;5877267;3.16;185510
2021-03-07;Nationalt;4096;5877267;3.23;189606
2021-03-08;Nationalt;6186;5877267;3.33;195792
2021-03-09;Nationalt;6835;5877267;3.45;202627
