"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-02-18;København;K;260757;255344;185835;260778;255349;185640;-21;-5;195
2022-02-18;København;M;247539;241865;174250;247542;241847;174122;-3;18;128
2022-02-18;Frederiksberg;K;46146;45378;35141;46141;45370;35116;5;8;25
2022-02-18;Frederiksberg;M;40579;39742;30150;40579;39733;30134;0;9;16
2022-02-18;Ballerup;K;20261;19827;15247;20254;19817;15234;7;10;13
2022-02-18;Ballerup;M;18792;18380;13640;18787;18375;13625;5;5;15
2022-02-18;Brøndby;K;13426;13055;9560;13426;13055;9550;0;0;10
2022-02-18;Brøndby;M;12454;12088;8627;12456;12091;8624;-2;-3;3
2022-02-18;Dragør;K;6328;6181;4819;6329;6182;4818;-1;-1;1
2022-02-18;Dragør;M;5920;5785;4349;5922;5787;4347;-2;-2;2
2022-02-18;Gentofte;K;32776;32180;24738;32777;32183;24729;-1;-3;9
2022-02-18;Gentofte;M;29467;28847;21606;29468;28846;21603;-1;1;3
2022-02-18;Gladsaxe;K;28253;27659;20665;28252;27653;20655;1;6;10
2022-02-18;Gladsaxe;M;27306;26650;19270;27308;26652;19263;-2;-2;7
2022-02-18;Glostrup;K;9317;9108;6820;9314;9106;6814;3;2;6
2022-02-18;Glostrup;M;8952;8744;6276;8950;8740;6274;2;4;2
2022-02-18;Herlev;K;11789;11511;8707;11793;11512;8703;-4;-1;4
2022-02-18;Herlev;M;10856;10568;7647;10859;10571;7647;-3;-3;0
2022-02-18;Albertslund;K;10551;10244;7264;10551;10243;7259;0;1;5
2022-02-18;Albertslund;M;10085;9754;6763;10084;9755;6760;1;-1;3
2022-02-18;Hvidovre;K;21283;20722;15265;21281;20720;15250;2;2;15
2022-02-18;Hvidovre;M;20225;19688;14104;20222;19683;14095;3;5;9
2022-02-18;Høje Tåstrup;K;20030;19548;14200;20028;19542;14191;2;6;9
2022-02-18;Høje Tåstrup;M;19711;19203;13612;19712;19203;13606;-1;0;6
2022-02-18;Lyngby-Taarbæk;K;24868;24373;18852;24871;24375;18850;-3;-2;2
2022-02-18;Lyngby-Taarbæk;M;23749;23184;17259;23747;23180;17255;2;4;4
2022-02-18;Rødovre;K;16718;16337;12191;16717;16334;12182;1;3;9
2022-02-18;Rødovre;M;15436;15014;10742;15435;15011;10736;1;3;6
2022-02-18;Ishøj;K;8234;7987;5450;8234;7988;5448;0;-1;2
2022-02-18;Ishøj;M;7961;7707;5214;7955;7704;5210;6;3;4
2022-02-18;Tårnby;K;17575;17235;13044;17571;17229;13037;4;6;7
2022-02-18;Tårnby;M;16705;16295;11902;16706;16296;11897;-1;-1;5
2022-02-18;Vallensbæk;K;6374;6217;4535;6372;6212;4526;2;5;9
2022-02-18;Vallensbæk;M;6172;6018;4299;6175;6017;4295;-3;1;4
2022-02-18;Furesø;K;17676;17322;13380;17675;17320;13373;1;2;7
2022-02-18;Furesø;M;16564;16207;12124;16558;16201;12113;6;6;11
2022-02-18;Allerød;K;11284;11104;8647;11283;11101;8644;1;3;3
2022-02-18;Allerød;M;10727;10526;8052;10727;10526;8048;0;0;4
2022-02-18;Fredensborg;K;17489;17197;13272;17487;17193;13263;2;4;9
2022-02-18;Fredensborg;M;16079;15747;11988;16077;15740;11982;2;7;6
2022-02-18;Helsingør;K;26979;26530;20953;26978;26532;20948;1;-2;5
2022-02-18;Helsingør;M;24732;24237;18586;24733;24238;18578;-1;-1;8
2022-02-18;Hillerød;K;22701;22351;17245;22698;22347;17240;3;4;5
2022-02-18;Hillerød;M;21398;20956;15805;21399;20957;15796;-1;-1;9
2022-02-18;Hørsholm;K;11302;11133;8880;11305;11135;8880;-3;-2;0
2022-02-18;Hørsholm;M;9808;9624;7504;9807;9622;7498;1;2;6
2022-02-18;Rudersdal;K;24962;24505;19175;24961;24504;19165;1;1;10
2022-02-18;Rudersdal;M;23487;23031;17597;23488;23031;17591;-1;0;6
2022-02-18;Egedal;K;18803;18495;14041;18801;18493;14037;2;2;4
2022-02-18;Egedal;M;18161;17823;13222;18160;17822;13211;1;1;11
2022-02-18;Frederikssund;K;19725;19418;15338;19722;19416;15316;3;2;22
2022-02-18;Frederikssund;M;18787;18417;14059;18791;18417;14037;-4;0;22
2022-02-18;Greve;K;20861;20470;15510;20862;20470;15494;-1;0;16
2022-02-18;Greve;M;19912;19508;14504;19916;19509;14494;-4;-1;10
2022-02-18;Køge;K;25711;25232;19528;25710;25229;19517;1;3;11
2022-02-18;Køge;M;24760;24244;18151;24756;24231;18140;4;13;11
2022-02-18;Halsnæs;K;13231;12987;10341;13232;12989;10335;-1;-2;6
2022-02-18;Halsnæs;M;12763;12508;9745;12764;12509;9743;-1;-1;2
2022-02-18;Roskilde;K;38685;38061;29558;38682;38058;29545;3;3;13
2022-02-18;Roskilde;M;36450;35788;26891;36451;35786;26881;-1;2;10
2022-02-18;Solrød;K;9979;9811;7434;9981;9813;7430;-2;-2;4
2022-02-18;Solrød;M;9524;9331;7000;9518;9327;6995;6;4;5
2022-02-18;Gribskov;K;17322;17051;13649;17322;17050;13641;0;1;8
2022-02-18;Gribskov;M;16871;16573;12974;16872;16573;12970;-1;0;4
2022-02-18;Odsherred;K;13920;13711;11223;13922;13712;11223;-2;-1;0
2022-02-18;Odsherred;M;13727;13555;10719;13727;13556;10716;0;-1;3
2022-02-18;Holbæk;K;30882;30409;23626;30883;30405;23612;-1;4;14
