"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;508296;497209;360085;78.7;77.0;55.8;645568
Frederiksberg;86725;85120;65291;83.7;82.1;63.0;103639
Ballerup;39053;38207;28887;79.2;77.4;58.6;49336
Brøndby;25880;25143;18187;72.3;70.2;50.8;35791
Dragør;12248;11966;9168;84.0;82.1;62.9;14581
Gentofte;62243;61027;46344;83.8;82.2;62.4;74252
Gladsaxe;55559;54309;39935;80.2;78.4;57.6;69296
Glostrup;18269;17852;13096;77.8;76.0;55.8;23477
Herlev;22645;22079;16354;78.6;76.7;56.8;28803
Albertslund;20636;19998;14027;74.7;72.4;50.8;27610
Hvidovre;41508;40410;29369;78.0;76.0;55.2;53200
Høje Tåstrup;39741;38751;27812;74.7;72.8;52.3;53205
Lyngby-Taarbæk;48617;47557;36111;84.0;82.2;62.4;57849
Rødovre;32154;31351;22933;77.5;75.6;55.3;41472
Ishøj;16195;15694;10664;69.6;67.5;45.8;23264
Tårnby;34280;33530;24946;80.2;78.4;58.4;42744
Vallensbæk;12546;12235;8834;76.0;74.1;53.5;16510
Furesø;34240;33529;25504;82.7;81.0;61.6;41414
Allerød;22011;21630;16699;85.1;83.7;64.6;25851
Fredensborg;33568;32944;25260;81.4;79.9;61.2;41243
Helsingør;51711;50767;39539;82.3;80.8;62.9;62865
Hillerød;44099;43307;33050;82.7;81.2;62.0;53325
Hørsholm;21110;20757;16384;85.4;84.0;66.3;24715
Rudersdal;48449;47536;36772;84.6;83.0;64.2;57241
Egedal;36964;36318;27263;83.2;81.7;61.3;44449
Frederikssund;38512;37835;29397;84.1;82.6;64.2;45794
Greve;40773;39978;30014;80.2;78.6;59.0;50868
Køge;50471;49476;37679;81.8;80.2;61.1;61683
Halsnæs;25994;25495;20086;82.9;81.4;64.1;31337
Roskilde;75135;73849;56449;83.9;82.4;63.0;89597
Solrød;19503;19142;14434;81.9;80.3;60.6;23825
Gribskov;34193;33624;26623;83.0;81.6;64.6;41192
Odsherred;27647;27266;21942;84.2;83.1;66.8;32823
Holbæk;60732;59724;45624;83.3;81.9;62.5;72944
Faxe;30431;29885;23090;82.0;80.5;62.2;37123
Kalundborg;39802;39153;30554;82.3;80.9;63.2;48372
Ringsted;28223;27726;21004;80.1;78.7;59.6;35218
Slagelse;65048;63847;49141;81.6;80.1;61.6;79724
Stevns;19499;19157;15085;82.9;81.5;64.1;23519
Sorø;25175;24811;19128;84.0;82.7;63.8;29985
Lejre;23725;23357;18037;83.1;81.8;63.2;28561
Lolland;32815;32317;25599;82.0;80.7;63.9;40035
Næstved;69331;68227;52423;82.6;81.2;62.4;83972
Guldborgsund;49738;49028;38578;82.5;81.3;64.0;60290
Vordingborg;37437;36814;28941;82.7;81.3;63.9;45292
Bornholm;34054;33511;27182;85.9;84.5;68.6;39643
Middelfart;33911;33410;26311;85.6;84.3;66.4;39617
Assens;34984;34425;26798;85.5;84.1;65.5;40937
Faaborg-Midtfyn;44253;43518;33767;85.3;83.9;65.1;51867
Kerteminde;20526;20174;15856;85.5;84.0;66.0;24014
Nyborg;27520;27087;21166;85.8;84.4;66.0;32083
Odense;172315;169192;128064;83.6;82.1;62.1;206126
Svendborg;50593;49824;38657;85.4;84.1;65.3;59213
Nordfyn;24982;24544;18982;84.0;82.6;63.9;29725
Langeland;10576;10444;8611;85.9;84.8;69.9;12317
Ærø;5270;5182;4384;87.6;86.1;72.9;6016
Haderslev;45637;44881;34268;82.5;81.2;62.0;55296
Billund;22195;21853;16839;83.1;81.9;63.1;26693
Sønderborg;61670;60698;47230;83.6;82.3;64.1;73735
Tønder;29954;29485;22735;81.4;80.1;61.8;36809
Esbjerg;95756;94228;71805;82.9;81.6;62.2;115479
Fanø;2965;2930;2406;86.7;85.7;70.4;3420
Varde;41205;40493;31378;83.0;81.5;63.2;49664
Vejen;34957;34337;25922;82.1;80.7;60.9;42575
Aabenraa;47249;46570;35866;80.5;79.4;61.1;58671
Fredericia;43115;42413;32835;83.5;82.1;63.6;51638
Horsens;77111;75852;56942;81.4;80.1;60.1;94714
Kolding;77027;75803;56437;82.3;81.0;60.3;93633
Vejle;97980;96357;72060;82.2;80.8;60.4;119259
Herning;74711;73494;55440;83.6;82.3;62.1;89330
Holstebro;49464;48633;36872;84.5;83.0;63.0;58562
Lemvig;16551;16348;12999;85.5;84.4;67.1;19369
Struer;17857;17576;13703;86.0;84.6;66.0;20775
Syddjurs;36953;36388;28770;84.6;83.3;65.9;43687
Norddjurs;31286;30812;24499;84.8;83.5;66.4;36912
Favrskov;41419;40702;30748;84.7;83.2;62.8;48928
Odder;19996;19692;15688;85.6;84.3;67.2;23360
Randers;82612;81231;62114;83.4;82.0;62.7;99097
Silkeborg;81072;79654;60859;83.0;81.6;62.3;97655
Samsø;3245;3213;2667;87.5;86.7;71.9;3707
Skanderborg;53958;52922;40385;83.7;82.1;62.7;64434
Århus;295950;290351;222501;83.2;81.7;62.6;355519
Ikast-Brande;34387;33857;25415;82.0;80.8;60.6;41928
Ringkøbing-Skjern;46932;46200;35496;83.5;82.2;63.1;56210
Hedensted;39606;39075;29946;84.0;82.9;63.5;47147
Morsø;17061;16754;12970;85.0;83.5;64.6;20068
Skive;38799;38226;29519;86.1;84.9;65.5;45041
Thisted;36356;35741;27838;84.4;83.0;64.6;43083
Viborg;82070;80735;61000;84.7;83.4;63.0;96852
Brønderslev;30542;30003;22805;84.2;82.8;62.9;36256
Frederikshavn;50184;49437;39168;85.3;84.0;66.6;58837
Vesthimmerland;30066;29574;22828;82.9;81.5;62.9;36278
Læsø;1533;1517;1309;86.2;85.3;73.6;1779
Rebild;25473;24993;18917;83.0;81.5;61.7;30674
Mariagerfjord;35242;34567;26867;84.6;83.0;64.5;41635
Jammerbugt;32318;31724;24688;84.7;83.1;64.7;38159
Aalborg;186405;183043;139523;84.3;82.8;63.1;221158
Hjørring;54484;53641;41376;85.4;84.0;64.8;63829
