"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;60158;46119;297924;20.2;15.5
0-9;M;64216;49252;314667;20.4;15.7
10-19;K;265696;255000;329691;80.6;77.3
10-19;M;277080;265357;346160;80.0;76.7
20-29;K;322982;316886;382867;84.4;82.8
20-29;M;328474;320762;399184;82.3;80.4
30-39;K;301509;296115;351171;85.9;84.3
30-39;M;301204;295584;365250;82.5;80.9
40-49;K;337137;334528;367160;91.8;91.1
40-49;M;328776;326024;367604;89.4;88.7
50-59;K;378001;376362;401281;94.2;93.8
50-59;M;379455;377808;405100;93.7;93.3
60-69;K;329115;328292;342653;96.0;95.8
60-69;M;319682;318828;332553;96.1;95.9
70-79;K;297978;297514;305799;97.4;97.3
70-79;M;269131;268759;275776;97.6;97.5
80-89;K;138031;137755;141834;97.3;97.1
80-89;M;103008;102843;105305;97.8;97.7
90+;K;30594;30458;31873;96.0;95.6
90+;M;13041;13005;13415;97.2;96.9
