"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;508296;497209;645568
Frederiksberg;86725;85120;103639
Ballerup;39053;38207;49336
Brøndby;25880;25143;35791
Dragør;12248;11966;14581
Gentofte;62243;61027;74252
Gladsaxe;55559;54309;69296
Glostrup;18269;17852;23477
Herlev;22645;22079;28803
Albertslund;20636;19998;27610
Hvidovre;41508;40410;53200
Høje-Taastrup;39741;38751;53205
Lyngby-Taarbæk;48617;47557;57849
Rødovre;32154;31351;41472
Ishøj;16195;15694;23264
Tårnby;34280;33530;42744
Vallensbæk;12546;12235;16510
Furesø;34240;33529;41414
Allerød;22011;21630;25851
Fredensborg;33568;32944;41243
Helsingør;51711;50767;62865
Hillerød;44099;43307;53325
Hørsholm;21110;20757;24715
Rudersdal;48449;47536;57241
Egedal;36964;36318;44449
Frederikssund;38512;37835;45794
Greve;40773;39978;50868
Køge;50471;49476;61683
Frederiksværk-Hundested;25994;25495;31337
Roskilde;75135;73849;89597
Solrød;19503;19142;23825
Gribskov;34193;33624;41192
Odsherred;27647;27266;32823
Holbæk;60732;59724;72944
Faxe;30431;29885;37123
Kalundborg;39802;39153;48372
Ringsted;28223;27726;35218
Slagelse;65048;63847;79724
Stevns;19499;19157;23519
Sorø;25175;24811;29985
Lejre;23725;23357;28561
Lolland;32815;32317;40035
Næstved;69331;68227;83972
Guldborgsund;49738;49028;60290
Vordingborg;37437;36814;45292
Bornholm;34054;33511;39643
Middelfart;33911;33410;39617
Assens;34984;34425;40937
Faaborg-Midtfyn;44253;43518;51867
Kerteminde;20526;20174;24014
Nyborg;27520;27087;32083
Odense;172315;169192;206126
Svendborg;50593;49824;59213
Nordfyns;24982;24544;29725
Langeland;10576;10444;12317
Ærø;5270;5182;6016
Haderslev;45637;44881;55296
Billund;22195;21853;26693
Sønderborg;61670;60698;73735
Tønder;29954;29485;36809
Esbjerg;95756;94228;115479
Fanø;2965;2930;3420
Varde;41205;40493;49664
Vejen;34957;34337;42575
Aabenraa;47249;46570;58671
Fredericia;43115;42413;51638
Horsens;77111;75852;94714
Kolding;77027;75803;93633
Vejle;97980;96357;119259
Herning;74711;73494;89330
Holstebro;49464;48633;58562
Lemvig;16551;16348;19369
Struer;17857;17576;20775
Syddjurs;36953;36388;43687
Norddjurs;31286;30812;36912
Favrskov;41419;40702;48928
Odder;19996;19692;23360
Randers;82612;81231;99097
Silkeborg;81072;79654;97655
Samsø;3245;3213;3707
Skanderborg;53958;52922;64434
Århus;295950;290351;355519
Ikast-Brande;34387;33857;41928
Ringkøbing-Skjern;46932;46200;56210
Hedensted;39606;39075;47147
Morsø;17061;16754;20068
Skive;38799;38226;45041
Thisted;36356;35741;43083
Viborg;82070;80735;96852
Brønderslev-Dronninglund;30542;30003;36256
Frederikshavn;50184;49437;58837
Vesthimmerlands;30066;29574;36278
Læsø;1533;1517;1779
Rebild;25473;24993;30674
Mariagerfjord;35242;34567;41635
Jammerbugt;32318;31724;38159
Ålborg;186405;183043;221158
Hjørring;54484;53641;63829
