"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2353;1525
Hovedstaden;03-05;M;2548;1662
Hovedstaden;06-11;K;25866;19870
Hovedstaden;06-11;M;27102;20781
Hovedstaden;12-15;K;30679;29469
Hovedstaden;12-15;M;32555;31270
Hovedstaden;16-19;K;34592;33995
Hovedstaden;16-19;M;35357;34585
Hovedstaden;20-39;K;233145;228686
Hovedstaden;20-39;M;223899;218985
Hovedstaden;40-64;K;271905;270035
Hovedstaden;40-64;M;267158;265269
Hovedstaden;65-79;K;126811;126505
Hovedstaden;65-79;M;109505;109250
Hovedstaden;80+;K;48105;47956
Hovedstaden;80+;M;29917;29848
Midtjylland;00-02;K;2;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2002;1399
Midtjylland;03-05;M;2181;1516
Midtjylland;06-11;K;23119;18990
Midtjylland;06-11;M;24501;20132
Midtjylland;12-15;K;26246;25555
Midtjylland;12-15;M;27376;26592
Midtjylland;16-19;K;29629;29348
Midtjylland;16-19;M;30411;30029
Midtjylland;20-39;K;148796;146472
Midtjylland;20-39;M;151505;148757
Midtjylland;40-64;K;199165;198357
Midtjylland;40-64;M;197898;197040
Midtjylland;65-79;K;101979;101849
Midtjylland;65-79;M;96508;96382
Midtjylland;80+;K;36521;36440
Midtjylland;80+;M;26139;26102
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;800;562
Nordjylland;03-05;M;864;597
Nordjylland;06-11;K;9393;7657
Nordjylland;06-11;M;9773;7900
Nordjylland;12-15;K;10908;10567
Nordjylland;12-15;M;11600;11232
Nordjylland;16-19;K;12337;12216
Nordjylland;16-19;M;12960;12760
Nordjylland;20-39;K;59645;58583
Nordjylland;20-39;M;64560;63150
Nordjylland;40-64;K;88488;88097
Nordjylland;40-64;M;88749;88305
Nordjylland;65-79;K;49822;49734
Nordjylland;65-79;M;47763;47689
Nordjylland;80+;K;18524;18493
Nordjylland;80+;M;13478;13452
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1019;724
Sjælland;03-05;M;1124;771
Sjælland;06-11;K;11864;9589
Sjælland;06-11;M;12641;10292
Sjælland;12-15;K;15735;15300
Sjælland;12-15;M;16703;16225
Sjælland;16-19;K;17875;17655
Sjælland;16-19;M;19051;18733
Sjælland;20-39;K;67625;66134
Sjælland;20-39;M;69721;68052
Sjælland;40-64;K;136330;135559
Sjælland;40-64;M;133752;133032
Sjælland;65-79;K;76235;76103
Sjælland;65-79;M;70891;70771
Sjælland;80+;K;26176;26103
Sjælland;80+;M;18743;18714
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1615;1175
Syddanmark;03-05;M;1739;1277
Syddanmark;06-11;K;19556;16254
Syddanmark;06-11;M;20777;17359
Syddanmark;12-15;K;23370;22673
Syddanmark;12-15;M;24607;23893
Syddanmark;16-19;K;26889;26594
Syddanmark;16-19;M;27425;27003
Syddanmark;20-39;K;115280;113126
Syddanmark;20-39;M;119993;117402
Syddanmark;40-64;K;188921;188033
Syddanmark;40-64;M;187826;186830
Syddanmark;65-79;K;102575;102424
Syddanmark;65-79;M;96994;96851
Syddanmark;80+;K;39299;39221
Syddanmark;80+;M;27772;27732
