"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;499664;490994;591756
Midtjylland;1123979;1104961;1343227
Syddanmark;1024640;1007848;1228787
Hovedstaden;1501500;1469691;1869666
Sjælland;695485;683757;843831
