"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,81165,42598,13.7,7.2,590455
Midtjylland,175072,91546,13.1,6.9,1333315
Syddanmark,159157,90553,13.0,7.4,1224067
Hovedstaden,238248,125304,12.8,6.8,1856091
Sjælland,123461,57869,14.7,6.9,839517
