"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-04-05,København,K,37833,18500,37339,18493,494,7
2021-04-05,København,M,22527,11503,22101,11499,426,4
2021-04-05,Frederiksberg,K,8472,4380,8337,4380,135,0
2021-04-05,Frederiksberg,M,4983,2558,4868,2558,115,0
2021-04-05,Ballerup,K,4550,2227,4457,2225,93,2
2021-04-05,Ballerup,M,2557,1299,2459,1298,98,1
2021-04-05,Brøndby,K,3248,1768,3155,1767,93,1
2021-04-05,Brøndby,M,1917,1021,1838,1020,79,1
2021-04-05,Dragør,K,1321,715,1270,715,51,0
2021-04-05,Dragør,M,881,464,848,464,33,0
2021-04-05,Gentofte,K,6763,3777,6621,3777,142,0
2021-04-05,Gentofte,M,3909,2100,3782,2100,127,0
2021-04-05,Gladsaxe,K,6066,3359,5957,3358,109,1
2021-04-05,Gladsaxe,M,3146,1671,3027,1671,119,0
2021-04-05,Glostrup,K,2333,1387,2282,1387,51,0
2021-04-05,Glostrup,M,1299,794,1257,794,42,0
2021-04-05,Herlev,K,2905,1609,2860,1609,45,0
2021-04-05,Herlev,M,1429,761,1385,761,44,0
2021-04-05,Albertslund,K,2323,1290,2260,1290,63,0
2021-04-05,Albertslund,M,1414,785,1363,784,51,1
2021-04-05,Hvidovre,K,4912,2849,4801,2848,111,1
2021-04-05,Hvidovre,M,2707,1619,2620,1619,87,0
2021-04-05,Høje Tåstrup,K,4309,2223,4181,2223,128,0
2021-04-05,Høje Tåstrup,M,2737,1490,2626,1490,111,0
2021-04-05,Lyngby-Taarbæk,K,5239,3005,5151,3004,88,1
2021-04-05,Lyngby-Taarbæk,M,2820,1534,2743,1532,77,2
2021-04-05,Rødovre,K,3720,2074,3640,2006,80,68
2021-04-05,Rødovre,M,1853,994,1779,950,74,44
2021-04-05,Ishøj,K,1734,874,1663,872,71,2
2021-04-05,Ishøj,M,1039,547,995,547,44,0
2021-04-05,Tårnby,K,3697,1993,3618,1993,79,0
2021-04-05,Tårnby,M,2086,1175,2012,1175,74,0
2021-04-05,Vallensbæk,K,1464,749,1402,749,62,0
2021-04-05,Vallensbæk,M,998,518,942,518,56,0
2021-04-05,Furesø,K,3907,2218,3832,2218,75,0
2021-04-05,Furesø,M,2254,1217,2189,1216,65,1
2021-04-05,Allerød,K,2356,1290,2301,1290,55,0
2021-04-05,Allerød,M,1415,809,1365,809,50,0
2021-04-05,Fredensborg,K,3751,2165,3680,2164,71,1
2021-04-05,Fredensborg,M,2286,1280,2209,1280,77,0
2021-04-05,Helsingør,K,6249,3268,6111,3267,138,1
2021-04-05,Helsingør,M,3624,2001,3470,2001,154,0
2021-04-05,Hillerød,K,5235,2749,5152,2749,83,0
2021-04-05,Hillerød,M,2961,1606,2882,1606,79,0
2021-04-05,Hørsholm,K,2551,1520,2480,1520,71,0
2021-04-05,Hørsholm,M,1602,912,1539,911,63,1
2021-04-05,Rudersdal,K,5475,3100,5339,3099,136,1
2021-04-05,Rudersdal,M,3363,1833,3247,1832,116,1
2021-04-05,Egedal,K,3650,1770,3560,1770,90,0
2021-04-05,Egedal,M,2082,972,2001,972,81,0
2021-04-05,Frederikssund,K,4607,2366,4491,2365,116,1
2021-04-05,Frederikssund,M,2740,1388,2628,1388,112,0
2021-04-05,Greve,K,3990,2035,3954,2019,36,16
2021-04-05,Greve,M,2453,1312,2433,1295,20,17
2021-04-05,Køge,K,5010,2562,4995,2526,15,36
2021-04-05,Køge,M,2989,1550,2969,1523,20,27
2021-04-05,Halsnæs,K,3246,1545,3162,1545,84,0
2021-04-05,Halsnæs,M,2066,994,1980,994,86,0
2021-04-05,Roskilde,K,7831,4021,7752,3991,79,30
2021-04-05,Roskilde,M,4575,2379,4518,2356,57,23
2021-04-05,Solrød,K,1797,945,1786,935,11,10
2021-04-05,Solrød,M,1086,614,1076,606,10,8
2021-04-05,Gribskov,K,3976,2021,3905,2019,71,2
2021-04-05,Gribskov,M,2686,1379,2589,1377,97,2
2021-04-05,Odsherred,K,3232,1446,3200,1445,32,1
2021-04-05,Odsherred,M,2186,1021,2137,1020,49,1
