"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,60360,30003,638784
Frederiksberg,13455,6938,103293
Ballerup,7107,3526,49074
Brøndby,5165,2789,35413
Dragør,2202,1179,14562
Gentofte,10672,5877,74368
Gladsaxe,9212,5030,69168
Glostrup,3632,2181,23480
Herlev,4334,2370,28827
Albertslund,3737,2075,27175
Hvidovre,7619,4468,53335
Høje-Taastrup,7046,3713,52186
Lyngby-Taarbæk,8059,4539,56926
Rødovre,5573,3068,41208
Ishøj,2773,1421,23081
Tårnby,5783,3168,42698
Vallensbæk,2462,1267,16540
Furesø,6161,3435,40947
Allerød,3771,2099,25876
Fredensborg,6037,3445,41028
Helsingør,9873,5269,63050
Hillerød,8196,4355,51710
Hørsholm,4153,2432,24824
Rudersdal,8838,4933,57027
Egedal,5732,2742,43689
Frederikssund,7347,3754,45612
Greve,6443,3347,50549
Køge,7999,4112,61543
Frederiksværk-Hundested,5312,2539,31447
Roskilde,12406,6400,88765
Solrød,2883,1559,23463
Gribskov,6662,3400,41029
Odsherred,5418,2467,32911
Holbæk,10580,4923,72041
Faxe,4957,2491,36776
Kalundborg,7067,3138,48438
Ringsted,4280,2027,34987
Slagelse,12904,5238,79278
Stevns,3430,1628,23206
Sorø,4722,1995,29944
Lejre,4045,1986,28352
Lolland,6367,2891,40390
Næstved,12519,5897,83316
Guldborgsund,10393,4656,60338
Vordingborg,7048,3114,45220
Bornholm,6975,3289,39734
Middelfart,5767,3405,39284
Assens,5371,2768,40883
Faaborg-Midtfyn,6893,3668,51645
Kerteminde,3462,1757,23838
Nyborg,4666,2143,31959
Odense,26776,13658,205023
Svendborg,8966,5232,58834
Nordfyns,3937,2039,29525
Langeland,2026,1071,12360
Ærø,963,566,5997
Haderslev,6258,3826,55318
Billund,3119,1901,26501
Sønderborg,9315,5621,73810
Tønder,4109,2704,37020
Esbjerg,16241,9198,115566
Fanø,471,315,3447
Varde,6661,4077,49678
Vejen,5427,3422,42790
Aabenraa,6048,3693,58578
Fredericia,6952,4241,51375
Horsens,11039,5549,92596
Kolding,10930,6784,93105
Vejle,14799,8464,117531
Herning,12318,6699,89301
Holstebro,8541,4468,58690
Lemvig,3062,1663,19562
Struer,3275,1815,20816
Syddjurs,5972,3200,43302
Norddjurs,5497,3127,36983
Favrskov,6017,3186,48500
Odder,3392,1884,23027
Randers,13179,7073,98327
Silkeborg,12940,6667,95961
Samsø,713,465,3692
Skanderborg,7638,3780,63467
Århus,40971,20046,352427
Ikast-Brande,5323,2756,41554
Ringkøbing-Skjern,8101,4325,56144
Hedensted,6017,3170,46878
Morsø,3229,2057,20071
Skive,6843,3904,45411
Thisted,5751,3214,43131
Viborg,14234,7769,96677
Brønderslev-Dronninglund,5093,2578,36141
Frederikshavn,8549,4789,58954
Vesthimmerlands,5382,2701,36355
Læsø,403,188,1777
Rebild,3787,1969,30520
Mariagerfjord,5915,3142,41584
Jammerbugt,5060,2513,38165
Ålborg,28253,14541,219635
Hjørring,9743,4906,64122
