"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,60360,30003,9.4,4.7,638784
Frederiksberg,13455,6938,13.0,6.7,103293
Ballerup,7107,3526,14.5,7.2,49074
Brøndby,5165,2789,14.6,7.9,35413
Dragør,2202,1179,15.1,8.1,14562
Gentofte,10672,5877,14.4,7.9,74368
Gladsaxe,9212,5030,13.3,7.3,69168
Glostrup,3632,2181,15.5,9.3,23480
Herlev,4334,2370,15.0,8.2,28827
Albertslund,3737,2075,13.8,7.6,27175
Hvidovre,7619,4468,14.3,8.4,53335
Høje Tåstrup,7046,3713,13.5,7.1,52186
Lyngby-Taarbæk,8059,4539,14.2,8.0,56926
Rødovre,5573,3068,13.5,7.4,41208
Ishøj,2773,1421,12.0,6.2,23081
Tårnby,5783,3168,13.5,7.4,42698
Vallensbæk,2462,1267,14.9,7.7,16540
Furesø,6161,3435,15.0,8.4,40947
Allerød,3771,2099,14.6,8.1,25876
Fredensborg,6037,3445,14.7,8.4,41028
Helsingør,9873,5269,15.7,8.4,63050
Hillerød,8196,4355,15.8,8.4,51710
Hørsholm,4153,2432,16.7,9.8,24824
Rudersdal,8838,4933,15.5,8.7,57027
Egedal,5732,2742,13.1,6.3,43689
Frederikssund,7347,3754,16.1,8.2,45612
Greve,6443,3347,12.7,6.6,50549
Køge,7999,4112,13.0,6.7,61543
Halsnæs,5312,2539,16.9,8.1,31447
Roskilde,12406,6400,14.0,7.2,88765
Solrød,2883,1559,12.3,6.6,23463
Gribskov,6662,3400,16.2,8.3,41029
Odsherred,5418,2467,16.5,7.5,32911
Holbæk,10580,4923,14.7,6.8,72041
Faxe,4957,2491,13.5,6.8,36776
Kalundborg,7067,3138,14.6,6.5,48438
Ringsted,4280,2027,12.2,5.8,34987
Slagelse,12904,5238,16.3,6.6,79278
Stevns,3430,1628,14.8,7.0,23206
Sorø,4722,1995,15.8,6.7,29944
Lejre,4045,1986,14.3,7.0,28352
Lolland,6367,2891,15.8,7.2,40390
Næstved,12519,5897,15.0,7.1,83316
Guldborgsund,10393,4656,17.2,7.7,60338
Vordingborg,7048,3114,15.6,6.9,45220
Bornholm,6975,3289,17.6,8.3,39734
Middelfart,5767,3405,14.7,8.7,39284
Assens,5371,2768,13.1,6.8,40883
Faaborg-Midtfyn,6893,3668,13.3,7.1,51645
Kerteminde,3462,1757,14.5,7.4,23838
Nyborg,4666,2143,14.6,6.7,31959
Odense,26776,13658,13.1,6.7,205023
Svendborg,8966,5232,15.2,8.9,58834
Nordfyn,3937,2039,13.3,6.9,29525
Langeland,2026,1071,16.4,8.7,12360
Ærø,963,566,16.1,9.4,5997
Haderslev,6258,3826,11.3,6.9,55318
Billund,3119,1901,11.8,7.2,26501
Sønderborg,9315,5621,12.6,7.6,73810
Tønder,4109,2704,11.1,7.3,37020
Esbjerg,16241,9198,14.1,8.0,115566
Fanø,471,315,13.7,9.1,3447
Varde,6661,4077,13.4,8.2,49678
Vejen,5427,3422,12.7,8.0,42790
Aabenraa,6048,3693,10.3,6.3,58578
Fredericia,6952,4241,13.5,8.3,51375
Horsens,11039,5549,11.9,6.0,92596
Kolding,10930,6784,11.7,7.3,93105
Vejle,14799,8464,12.6,7.2,117531
Herning,12318,6699,13.8,7.5,89301
Holstebro,8541,4468,14.6,7.6,58690
Lemvig,3062,1663,15.7,8.5,19562
Struer,3275,1815,15.7,8.7,20816
Syddjurs,5972,3200,13.8,7.4,43302
Norddjurs,5497,3127,14.9,8.5,36983
Favrskov,6017,3186,12.4,6.6,48500
Odder,3392,1884,14.7,8.2,23027
Randers,13179,7073,13.4,7.2,98327
Silkeborg,12940,6667,13.5,6.9,95961
Samsø,713,465,19.3,12.6,3692
Skanderborg,7638,3780,12.0,6.0,63467
Århus,40971,20046,11.6,5.7,352427
Ikast-Brande,5323,2756,12.8,6.6,41554
Ringkøbing-Skjern,8101,4325,14.4,7.7,56144
Hedensted,6017,3170,12.8,6.8,46878
Morsø,3229,2057,16.1,10.2,20071
Skive,6843,3904,15.1,8.6,45411
Thisted,5751,3214,13.3,7.5,43131
Viborg,14234,7769,14.7,8.0,96677
Brønderslev,5093,2578,14.1,7.1,36141
Frederikshavn,8549,4789,14.5,8.1,58954
Vesthimmerland,5382,2701,14.8,7.4,36355
Læsø,403,188,22.7,10.6,1777
Rebild,3787,1969,12.4,6.5,30520
Mariagerfjord,5915,3142,14.2,7.6,41584
Jammerbugt,5060,2513,13.3,6.6,38165
Aalborg,28253,14541,12.9,6.6,219635
Hjørring,9743,4906,15.2,7.7,64122
