"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,57751,27079,9.0,4.2,638866
Frederiksberg,12664,6394,12.3,6.2,103311
Ballerup,6549,3095,13.3,6.3,49065
Brøndby,4725,2415,13.3,6.8,35410
Dragør,2005,1058,13.8,7.3,14563
Gentofte,9986,5310,13.4,7.1,74354
Gladsaxe,8701,4558,12.6,6.6,69173
Glostrup,3423,2004,14.6,8.5,23481
Herlev,4103,2102,14.2,7.3,28827
Albertslund,3444,1882,12.7,6.9,27177
Hvidovre,7164,4044,13.4,7.6,53335
Høje Tåstrup,6447,3390,12.4,6.5,52181
Lyngby-Taarbæk,7562,4179,13.3,7.3,56928
Rødovre,5213,2662,12.6,6.5,41220
Ishøj,2533,1281,11.0,5.5,23088
Tårnby,5412,2895,12.7,6.8,42680
Vallensbæk,2263,1165,13.7,7.0,16537
Furesø,5722,3147,14.0,7.7,40943
Allerød,3508,1914,13.6,7.4,25874
Fredensborg,5663,3093,13.8,7.5,41034
Helsingør,9200,4711,14.6,7.5,63026
Hillerød,7721,3891,14.9,7.5,51720
Hørsholm,3823,2232,15.4,9.0,24824
Rudersdal,8186,4415,14.4,7.7,57018
Egedal,5203,2485,11.9,5.7,43696
Frederikssund,6732,3274,14.8,7.2,45603
Greve,6136,3027,12.1,6.0,50538
Køge,7749,3702,12.6,6.0,61530
Halsnæs,4919,2184,15.6,6.9,31434
Roskilde,11882,5757,13.4,6.5,88764
Solrød,2757,1388,11.7,5.9,23481
Gribskov,6203,2944,15.1,7.2,41022
Odsherred,5189,2249,15.8,6.8,32903
Holbæk,9958,4620,13.8,6.4,72031
Faxe,4613,2292,12.5,6.2,36759
Kalundborg,6574,3017,13.6,6.2,48445
Ringsted,4025,1933,11.5,5.5,34979
Slagelse,11637,5087,14.7,6.4,79275
Stevns,3218,1452,13.9,6.3,23203
Sorø,4346,1888,14.5,6.3,29946
Lejre,3785,1763,13.4,6.2,28346
Lolland,5849,2830,14.5,7.0,40393
Næstved,11619,5758,13.9,6.9,83320
Guldborgsund,9551,4524,15.8,7.5,60316
Vordingborg,6569,2970,14.5,6.6,45217
Bornholm,6436,2785,16.2,7.0,39737
Middelfart,5505,3259,14.0,8.3,39279
Assens,5082,2555,12.4,6.3,40867
Faaborg-Midtfyn,6598,3401,12.8,6.6,51648
Kerteminde,3264,1592,13.7,6.7,23840
Nyborg,4495,1984,14.1,6.2,31958
Odense,25024,12633,12.2,6.2,205037
Svendborg,8720,4985,14.8,8.5,58832
Nordfyn,3657,1881,12.4,6.4,29528
Langeland,1974,1012,16.0,8.2,12362
Ærø,959,562,16.0,9.4,6002
Haderslev,6045,3579,10.9,6.5,55316
Billund,2957,1800,11.2,6.8,26507
Sønderborg,8799,5158,11.9,7.0,73802
Tønder,4001,2528,10.8,6.8,37029
Esbjerg,15134,8494,13.1,7.3,115573
Fanø,449,293,13.0,8.5,3450
Varde,6302,3769,12.7,7.6,49668
Vejen,5158,3169,12.1,7.4,42790
Aabenraa,5879,3447,10.0,5.9,58579
Fredericia,6576,4079,12.8,7.9,51385
Horsens,10255,5355,11.1,5.8,92609
Kolding,10417,6312,11.2,6.8,93093
Vejle,13568,8025,11.5,6.8,117517
Herning,11291,6679,12.6,7.5,89303
Holstebro,7729,4439,13.2,7.6,58695
Lemvig,2958,1651,15.1,8.4,19561
Struer,3181,1793,15.3,8.6,20822
Syddjurs,5701,3082,13.2,7.1,43291
Norddjurs,5252,3006,14.2,8.1,36976
Favrskov,5703,3080,11.8,6.4,48497
Odder,3160,1801,13.7,7.8,23028
Randers,12577,6752,12.8,6.9,98330
Silkeborg,11969,6512,12.5,6.8,95944
Samsø,706,463,19.1,12.5,3692
Skanderborg,7299,3626,11.5,5.7,63461
Århus,39184,19402,11.1,5.5,352432
Ikast-Brande,4639,2740,11.2,6.6,41555
Ringkøbing-Skjern,7327,4302,13.0,7.7,56151
Hedensted,5542,3051,11.8,6.5,46859
Morsø,3150,1891,15.7,9.4,20070
Skive,6514,3738,14.3,8.2,45413
Thisted,5275,2882,12.2,6.7,43122
Viborg,13185,7561,13.6,7.8,96671
Brønderslev,4935,2410,13.7,6.7,36133
Frederikshavn,7341,4296,12.5,7.3,58949
Vesthimmerland,5064,2606,13.9,7.2,36360
Læsø,401,188,22.6,10.6,1777
Rebild,3678,1829,12.1,6.0,30507
Mariagerfjord,5679,2929,13.7,7.0,41582
Jammerbugt,4915,2310,12.9,6.1,38156
Aalborg,27478,13246,12.5,6.0,219657
Hjørring,9458,4573,14.7,7.1,64128
