"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16865,0
AstraZeneca Covid-19 vaccine,Midtjylland,33614,1
AstraZeneca Covid-19 vaccine,Syddanmark,30414,247
AstraZeneca Covid-19 vaccine,Hovedstaden,45119,7
AstraZeneca Covid-19 vaccine,Sjælland,23872,331
Moderna Covid-19 Vaccine,Nordjylland,4377,3183
Moderna Covid-19 Vaccine,Midtjylland,9625,3213
Moderna Covid-19 Vaccine,Syddanmark,11989,5011
Moderna Covid-19 Vaccine,Hovedstaden,17615,2124
Moderna Covid-19 Vaccine,Sjælland,9000,1092
Pfizer BioNTech Covid-19 vacc,Nordjylland,56132,35977
Pfizer BioNTech Covid-19 vacc,Midtjylland,120933,85819
Pfizer BioNTech Covid-19 vacc,Syddanmark,108160,79259
Pfizer BioNTech Covid-19 vacc,Hovedstaden,160527,110457
Pfizer BioNTech Covid-19 vacc,Sjælland,82585,52834
