"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2414;1526
Hovedstaden;03-05;M;2623;1659
Hovedstaden;06-11;K;25904;19453
Hovedstaden;06-11;M;27146;20328
Hovedstaden;12-15;K;30710;29437
Hovedstaden;12-15;M;32561;31190
Hovedstaden;16-19;K;34581;33973
Hovedstaden;16-19;M;35359;34558
Hovedstaden;20-39;K;233062;228403
Hovedstaden;20-39;M;223819;218730
Hovedstaden;40-64;K;271910;269981
Hovedstaden;40-64;M;267160;265195
Hovedstaden;65-79;K;126767;126447
Hovedstaden;65-79;M;109565;109292
Hovedstaden;80+;K;48098;47937
Hovedstaden;80+;M;29839;29769
Midtjylland;00-02;K;2;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2066;1406
Midtjylland;03-05;M;2247;1517
Midtjylland;06-11;K;23187;18784
Midtjylland;06-11;M;24562;19890
Midtjylland;12-15;K;26284;25547
Midtjylland;12-15;M;27393;26578
Midtjylland;16-19;K;29612;29313
Midtjylland;16-19;M;30399;29999
Midtjylland;20-39;K;148727;146254
Midtjylland;20-39;M;151490;148616
Midtjylland;40-64;K;199172;198328
Midtjylland;40-64;M;197909;196992
Midtjylland;65-79;K;101953;101812
Midtjylland;65-79;M;96485;96347
Midtjylland;80+;K;36475;36390
Midtjylland;80+;M;26126;26083
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;831;564
Nordjylland;03-05;M;900;596
Nordjylland;06-11;K;9406;7524
Nordjylland;06-11;M;9784;7747
Nordjylland;12-15;K;10927;10564
Nordjylland;12-15;M;11622;11236
Nordjylland;16-19;K;12336;12215
Nordjylland;16-19;M;12964;12759
Nordjylland;20-39;K;59607;58477
Nordjylland;20-39;M;64584;63129
Nordjylland;40-64;K;88523;88101
Nordjylland;40-64;M;88735;88266
Nordjylland;65-79;K;49824;49728
Nordjylland;65-79;M;47769;47682
Nordjylland;80+;K;18512;18476
Nordjylland;80+;M;13457;13428
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1040;707
Sjælland;03-05;M;1163;760
Sjælland;06-11;K;11901;9411
Sjælland;06-11;M;12676;10065
Sjælland;12-15;K;15760;15291
Sjælland;12-15;M;16720;16197
Sjælland;16-19;K;17881;17650
Sjælland;16-19;M;19059;18732
Sjælland;20-39;K;67587;66018
Sjælland;20-39;M;69658;67923
Sjælland;40-64;K;136342;135543
Sjælland;40-64;M;133756;132998
Sjælland;65-79;K;76229;76077
Sjælland;65-79;M;70855;70729
Sjælland;80+;K;26146;26064
Sjælland;80+;M;18731;18700
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1662;1175
Syddanmark;03-05;M;1800;1295
Syddanmark;06-11;K;19634;16101
Syddanmark;06-11;M;20821;17169
Syddanmark;12-15;K;23411;22677
Syddanmark;12-15;M;24637;23867
Syddanmark;16-19;K;26859;26550
Syddanmark;16-19;M;27417;26978
Syddanmark;20-39;K;115162;112925
Syddanmark;20-39;M;119944;117234
Syddanmark;40-64;K;189029;188097
Syddanmark;40-64;M;187820;186776
Syddanmark;65-79;K;102562;102393
Syddanmark;65-79;M;97011;96855
Syddanmark;80+;K;39269;39179
Syddanmark;80+;M;27757;27710
