"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5875438;0.00;1
2020-12-08;Nationalt;1;5875438;0.00;2
2020-12-16;Nationalt;1;5875438;0.00;3
2020-12-17;Nationalt;1;5875438;0.00;4
2020-12-18;Nationalt;2;5875438;0.00;6
2020-12-19;Nationalt;1;5875438;0.00;7
2020-12-20;Nationalt;1;5875438;0.00;8
2020-12-21;Nationalt;3;5875438;0.00;11
2020-12-22;Nationalt;5;5875438;0.00;16
2020-12-23;Nationalt;4;5875438;0.00;20
2020-12-24;Nationalt;4;5875438;0.00;24
2020-12-26;Nationalt;5;5875438;0.00;29
2020-12-27;Nationalt;5819;5875438;0.10;5848
2020-12-28;Nationalt;1921;5875438;0.13;7769
2020-12-29;Nationalt;8222;5875438;0.27;15991
2020-12-30;Nationalt;10543;5875438;0.45;26534
2020-12-31;Nationalt;5499;5875438;0.55;32033
2021-01-01;Nationalt;2092;5875438;0.58;34125
2021-01-02;Nationalt;7860;5875438;0.71;41985
2021-01-03;Nationalt;5187;5875438;0.80;47172
2021-01-04;Nationalt;2330;5875438;0.84;49502
2021-01-05;Nationalt;12267;5875438;1.05;61769
2021-01-06;Nationalt;17704;5875438;1.35;79473
2021-01-07;Nationalt;15693;5875438;1.62;95166
2021-01-08;Nationalt;7626;5875438;1.75;102792
2021-01-09;Nationalt;1832;5875438;1.78;104624
2021-01-10;Nationalt;819;5875438;1.79;105443
2021-01-11;Nationalt;664;5875438;1.81;106107
2021-01-12;Nationalt;465;5875438;1.81;106572
2021-01-13;Nationalt;12027;5875438;2.02;118599
2021-01-14;Nationalt;16664;5875438;2.30;135263
2021-01-15;Nationalt;14076;5875438;2.54;149339
2021-01-16;Nationalt;4277;5875438;2.61;153616
2021-01-17;Nationalt;2252;5875438;2.65;155868
2021-01-18;Nationalt;3575;5875438;2.71;159443
2021-01-19;Nationalt;2313;5875438;2.75;161756
2021-01-20;Nationalt;1408;5875438;2.78;163164
2021-01-21;Nationalt;1443;5875438;2.80;164607
2021-01-22;Nationalt;640;5875438;2.81;165247
2021-01-23;Nationalt;674;5875438;2.82;165921
2021-01-24;Nationalt;555;5875438;2.83;166476
2021-01-25;Nationalt;273;5875438;2.84;166749
2021-01-26;Nationalt;212;5875438;2.84;166961
2021-01-27;Nationalt;206;5875438;2.85;167167
2021-01-28;Nationalt;236;5875438;2.85;167403
2021-01-29;Nationalt;1034;5875438;2.87;168437
2021-01-30;Nationalt;1109;5875438;2.89;169546
2021-01-31;Nationalt;1125;5875438;2.90;170671
