"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5875438;0.00;1
2021-01-01;Nationalt;1;5875438;0.00;2
2021-01-04;Nationalt;1;5875438;0.00;3
2021-01-05;Nationalt;1;5875438;0.00;4
2021-01-07;Nationalt;2;5875438;0.00;6
2021-01-08;Nationalt;1;5875438;0.00;7
2021-01-09;Nationalt;2;5875438;0.00;9
2021-01-12;Nationalt;2;5875438;0.00;11
2021-01-13;Nationalt;5;5875438;0.00;16
2021-01-14;Nationalt;1;5875438;0.00;17
2021-01-15;Nationalt;5;5875438;0.00;22
2021-01-16;Nationalt;10;5875438;0.00;32
2021-01-17;Nationalt;627;5875438;0.01;659
2021-01-18;Nationalt;1921;5875438;0.04;2580
2021-01-19;Nationalt;1858;5875438;0.08;4438
2021-01-20;Nationalt;1698;5875438;0.10;6136
2021-01-21;Nationalt;2121;5875438;0.14;8257
2021-01-22;Nationalt;5191;5875438;0.23;13448
2021-01-23;Nationalt;6327;5875438;0.34;19775
2021-01-24;Nationalt;5725;5875438;0.43;25500
2021-01-25;Nationalt;2249;5875438;0.47;27749
2021-01-26;Nationalt;1590;5875438;0.50;29339
2021-01-27;Nationalt;4027;5875438;0.57;33366
2021-01-28;Nationalt;7729;5875438;0.70;41095
2021-01-29;Nationalt;16953;5875438;0.99;58048
2021-01-30;Nationalt;11694;5875438;1.19;69742
2021-01-31;Nationalt;11018;5875438;1.37;80760
2021-02-01;Nationalt;7434;5875438;1.50;88194
2021-02-02;Nationalt;2840;5875438;1.55;91034
2021-02-03;Nationalt;5885;5875438;1.65;96919
2021-02-04;Nationalt;10323;5875438;1.83;107242
2021-02-05;Nationalt;12564;5875438;2.04;119806
2021-02-06;Nationalt;6343;5875438;2.15;126149
2021-02-07;Nationalt;3400;5875438;2.20;129549
2021-02-08;Nationalt;6670;5875438;2.32;136219
2021-02-09;Nationalt;4606;5875438;2.40;140825
2021-02-10;Nationalt;3715;5875438;2.46;144540
2021-02-11;Nationalt;2357;5875438;2.50;146897
2021-02-12;Nationalt;7493;5875438;2.63;154390
2021-02-13;Nationalt;910;5875438;2.64;155300
2021-02-14;Nationalt;598;5875438;2.65;155898
2021-02-15;Nationalt;3069;5875438;2.71;158967
2021-02-16;Nationalt;1288;5875438;2.73;160255
2021-02-17;Nationalt;405;5875438;2.73;160660
2021-02-18;Nationalt;320;5875438;2.74;160980
2021-02-19;Nationalt;934;5875438;2.76;161914
