"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;62843;47396;300137;20.9;15.8
0-9;M;67018;50542;316891;21.1;15.9
10-19;K;282712;271491;346519;81.6;78.3
10-19;M;293233;280759;362133;81.0;77.5
20-29;K;321721;315247;381325;84.4;82.7
20-29;M;327788;319767;398256;82.3;80.3
30-39;K;302121;296559;351698;85.9;84.3
30-39;M;300071;294334;364011;82.4;80.9
40-49;K;344958;342259;374942;92.0;91.3
40-49;M;337200;334348;375911;89.7;88.9
50-59;K;378323;376647;401604;94.2;93.8
50-59;M;379393;377701;405014;93.7;93.3
60-69;K;325714;324852;339226;96.0;95.8
60-69;M;316702;315823;329578;96.1;95.8
70-79;K;292107;291622;299950;97.4;97.2
70-79;M;261775;261370;268420;97.5;97.4
80-89;K;126520;126218;130338;97.1;96.8
80-89;M;91408;91231;93721;97.5;97.3
90+;K;24350;24209;25650;94.9;94.4
90+;M;9736;9699;10114;96.3;95.9
