"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17724;12635
Hovedstaden;0-9;M;18854;13457
Hovedstaden;10-19;K;75888;71754
Hovedstaden;10-19;M;78835;74278
Hovedstaden;20-29;K;121536;119107
Hovedstaden;20-29;M;114637;111739
Hovedstaden;30-39;K;111526;109296
Hovedstaden;30-39;M;109182;106991
Hovedstaden;40-49;K;110761;109638
Hovedstaden;40-49;M;107631;106530
Hovedstaden;50-59;K;113894;113260
Hovedstaden;50-59;M;112992;112316
Hovedstaden;60-69;K;90281;89994
Hovedstaden;60-69;M;85732;85406
Hovedstaden;70-79;K;83741;83536
Hovedstaden;70-79;M;70370;70235
Hovedstaden;80-89;K;39031;38919
Hovedstaden;80-89;M;26512;26455
Hovedstaden;90+;K;9067;9018
Hovedstaden;90+;M;3327;3314
Midtjylland;0-9;K;15593;11914
Midtjylland;0-9;M;16642;12713
Midtjylland;10-19;K;65558;63137
Midtjylland;10-19;M;67960;65271
Midtjylland;20-29;K;80619;79246
Midtjylland;20-29;M;82048;80334
Midtjylland;30-39;K;68108;67008
Midtjylland;30-39;M;69442;68282
Midtjylland;40-49;K;76281;75820
Midtjylland;40-49;M;75161;74625
Midtjylland;50-59;K;84450;84160
Midtjylland;50-59;M;85052;84757
Midtjylland;60-69;K;74945;74780
Midtjylland;60-69;M;73192;73036
Midtjylland;70-79;K;65449;65380
Midtjylland;70-79;M;60989;60921
Midtjylland;80-89;K;29857;29798
Midtjylland;80-89;M;23103;23068
Midtjylland;90+;K;6618;6592
Midtjylland;90+;M;3023;3015
Nordjylland;0-9;K;6351;4786
Nordjylland;0-9;M;6644;4959
Nordjylland;10-19;K;27149;26081
Nordjylland;10-19;M;28626;27379
Nordjylland;20-29;K;31864;31219
Nordjylland;20-29;M;35585;34694
Nordjylland;30-39;K;27743;27258
Nordjylland;30-39;M;28999;28435
Nordjylland;40-49;K;31841;31630
Nordjylland;40-49;M;31955;31709
Nordjylland;50-59;K;38026;37866
Nordjylland;50-59;M;38431;38257
Nordjylland;60-69;K;36191;36095
Nordjylland;60-69;M;35582;35497
Nordjylland;70-79;K;32289;32238
Nordjylland;70-79;M;30536;30485
Nordjylland;80-89;K;15120;15097
Nordjylland;80-89;M;11856;11833
Nordjylland;90+;K;3392;3379
Nordjylland;90+;M;1601;1595
Sjælland;0-9;K;7831;5922
Sjælland;0-9;M;8462;6372
Sjælland;10-19;K;38751;37137
Sjælland;10-19;M;41156;39382
Sjælland;20-29;K;30835;30056
Sjælland;20-29;M;33825;32873
Sjælland;30-39;K;36752;35962
Sjælland;30-39;M;35833;35050
Sjælland;40-49;K;49108;48686
Sjælland;40-49;M;46773;46360
Sjælland;50-59;K;59901;59619
Sjælland;50-59;M;60232;59983
Sjælland;60-69;K;53234;53085
Sjælland;60-69;M;51709;51556
Sjælland;70-79;K;50328;50230
Sjælland;70-79;M;45897;45828
Sjælland;80-89;K;21727;21672
Sjælland;80-89;M;16778;16753
Sjælland;90+;K;4419;4392
Sjælland;90+;M;1953;1947
Syddanmark;0-9;K;13019;10186
Syddanmark;0-9;M;13960;10969
Syddanmark;10-19;K;58549;56318
Syddanmark;10-19;M;60715;58340
Syddanmark;20-29;K;58038;56850
Syddanmark;20-29;M;62318;60753
Syddanmark;30-39;K;57124;56075
Syddanmark;30-39;M;57626;56481
Syddanmark;40-49;K;69409;68917
Syddanmark;40-49;M;67444;66851
Syddanmark;50-59;K;81669;81329
Syddanmark;50-59;M;82744;82405
Syddanmark;60-69;K;74388;74209
Syddanmark;60-69;M;73243;73066
Syddanmark;70-79;K;66125;66035
Syddanmark;70-79;M;61400;61309
Syddanmark;80-89;K;32148;32093
Syddanmark;80-89;M;24621;24584
Syddanmark;90+;K;7121;7086
Syddanmark;90+;M;3136;3126
