"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17044;106
AstraZeneca Covid-19 vaccine;Midtjylland;34068;261
AstraZeneca Covid-19 vaccine;Syddanmark;30849;499
AstraZeneca Covid-19 vaccine;Hovedstaden;46535;1208
AstraZeneca Covid-19 vaccine;Sjælland;24037;475
Janssen COVID-19 vaccine;Nordjylland;3703;3703
Janssen COVID-19 vaccine;Midtjylland;9921;9921
Janssen COVID-19 vaccine;Syddanmark;7665;7665
Janssen COVID-19 vaccine;Hovedstaden;22891;22891
Janssen COVID-19 vaccine;Sjælland;2860;2860
Moderna Covid-19 Vaccine;Nordjylland;71548;70900
Moderna Covid-19 Vaccine;Midtjylland;127760;126527
Moderna Covid-19 Vaccine;Syddanmark;136393;163706
Moderna Covid-19 Vaccine;Hovedstaden;153492;151681
Moderna Covid-19 Vaccine;Sjælland;85369;106344
Pfizer BioNTech Covid-19 vacc;Nordjylland;407486;415783
Pfizer BioNTech Covid-19 vacc;Midtjylland;952341;967148
Pfizer BioNTech Covid-19 vacc;Syddanmark;849890;835112
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1278603;1292098
Pfizer BioNTech Covid-19 vacc;Sjælland;583238;573186
