"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Lolland;32839;32293;25471;82.0;80.6;63.6;40066
Næstved;69325;68140;52141;82.6;81.2;62.1;83937
Guldborgsund;49743;48976;38431;82.5;81.2;63.8;60283
Vordingborg;37446;36777;28776;82.7;81.2;63.5;45289
Bornholm;34064;33475;27079;85.9;84.4;68.3;39648
Middelfart;33922;33382;26257;85.6;84.2;66.3;39630
Assens;34991;34380;26676;85.5;84.0;65.2;40929
Faaborg-Midtfyn;44269;43477;33595;85.4;83.8;64.8;51860
Kerteminde;20527;20163;15765;85.5;84.0;65.7;24013
Nyborg;27539;27077;21024;85.8;84.4;65.5;32093
Odense;172322;169050;127168;83.7;82.1;61.7;205973
Svendborg;50603;49795;38458;85.5;84.1;65.0;59207
Nordfyn;25003;24527;18905;84.1;82.5;63.6;29741
Langeland;10583;10445;8575;85.9;84.8;69.6;12322
Ærø;5276;5185;4350;87.6;86.1;72.3;6020
Haderslev;45635;44829;34076;82.5;81.1;61.6;55282
Billund;22205;21836;16786;83.2;81.9;62.9;26678
Sønderborg;61673;60630;47017;83.7;82.2;63.8;73718
Tønder;29970;29453;22583;81.4;80.0;61.3;36818
Esbjerg;95795;94168;71348;82.9;81.5;61.8;115489
Fanø;2961;2927;2394;86.6;85.6;70.0;3418
Varde;41188;40445;31254;83.0;81.5;63.0;49637
Vejen;34989;34337;25843;82.1;80.6;60.7;42596
Aabenraa;47272;46544;35686;80.6;79.3;60.8;58669
Fredericia;43095;42340;32681;83.5;82.0;63.3;51606
Horsens;77101;75726;56655;81.4;80.0;59.8;94679
Kolding;77008;75721;56162;82.3;80.9;60.0;93552
Vejle;97971;96271;71671;82.2;80.8;60.1;119197
Herning;74691;73400;55078;83.7;82.2;61.7;89281
Holstebro;49440;48558;36623;84.5;83.0;62.6;58528
Lemvig;16571;16349;12960;85.5;84.3;66.8;19392
Struer;17859;17564;13620;85.9;84.5;65.5;20783
Syddjurs;36963;36341;28636;84.6;83.2;65.6;43676
Norddjurs;31286;30781;24404;84.8;83.4;66.1;36892
Favrskov;41403;40631;30598;84.7;83.1;62.6;48872
Odder;19974;19651;15602;85.6;84.2;66.9;23332
Randers;82641;81179;61785;83.4;82.0;62.4;99053
Silkeborg;81051;79574;60482;83.1;81.5;62.0;97587
Samsø;3249;3204;2622;87.6;86.4;70.7;3710
Skanderborg;53953;52861;40157;83.8;82.1;62.4;64378
Århus;296073;290176;220679;83.3;81.6;62.1;355424
Ikast-Brande;34367;33795;25233;82.0;80.7;60.2;41887
Ringkøbing-Skjern;46930;46143;35269;83.5;82.1;62.8;56189
Hedensted;39612;39046;29829;84.1;82.9;63.3;47115
Morsø;17066;16742;12913;85.0;83.4;64.3;20079
Skive;38847;38246;29387;86.2;84.8;65.2;45087
Thisted;36350;35700;27734;84.4;82.9;64.4;43059
Viborg;82079;80632;60670;84.8;83.3;62.7;96814
Brønderslev;30514;29939;22656;84.3;82.7;62.6;36215
Frederikshavn;50190;49394;38988;85.3;84.0;66.3;58836
Vesthimmerland;30066;29519;22666;82.9;81.4;62.5;36277
Læsø;1530;1507;1287;86.2;84.9;72.5;1775
Rebild;25494;24986;18798;83.1;81.4;61.3;30679
Mariagerfjord;35229;34516;26737;84.7;82.9;64.3;41611
Jammerbugt;32343;31707;24585;84.7;83.1;64.4;38166
Aalborg;186481;182879;138601;84.3;82.7;62.7;221161
Hjørring;54518;53603;41182;85.4;84.0;64.5;63835
